sample_id,status,details
00000_frame000110-1581624663_749,ok,
00000_frame000112-1581624663_950,ok,
00000_frame000114-1581624664_150,ok,
00000_frame000116-1581624664_349,ok,
00000_frame000118-1581624664_549,ok,
00000_frame000120-1581624664_750,ok,
00000_frame000122-1581624664_949,ok,
00000_frame000124-1581624665_150,ok,
00000_frame000126-1581624665_350,ok,
00000_frame000128-1581624665_549,ok,
00000_frame000130-1581624665_750,ok,
00000_frame000132-1581624665_950,ok,
00000_frame000134-1581624666_150,ok,
00000_frame000136-1581624666_350,ok,
00000_frame000138-1581624666_549,ok,
00000_frame000140-1581624666_750,ok,
00000_frame000142-1581624666_949,ok,
00000_frame000144-1581624667_150,ok,
00000_frame000146-1581624667_349,ok,
00000_frame000148-1581624667_550,ok,
00000_frame000150-1581624667_749,ok,
00000_frame000152-1581624667_949,ok,
00000_frame000154-1581624668_149,ok,
00000_frame000156-1581624668_350,ok,
00000_frame000158-1581624668_549,ok,
00000_frame000160-1581624668_749,ok,
00000_frame000162-1581624668_949,ok,
00000_frame000164-1581624669_149,ok,
00000_frame000166-1581624669_349,ok,
00000_frame000168-1581624669_549,ok,
00000_frame000170-1581624669_750,ok,
00000_frame000172-1581624669_949,ok,
00000_frame000174-1581624670_149,ok,
00000_frame000176-1581624670_349,ok,
00000_frame000178-1581624670_550,ok,
00000_frame000180-1581624670_749,ok,
00000_frame000182-1581624670_949,ok,
00000_frame000184-1581624671_149,ok,
00000_frame000186-1581624671_350,ok,
00000_frame000188-1581624671_550,ok,
00000_frame000190-1581624671_750,ok,
00000_frame000192-1581624671_949,ok,
00000_frame000194-1581624672_149,ok,
00000_frame000196-1581624672_350,ok,
00000_frame000198-1581624672_550,ok,
00000_frame000200-1581624672_750,ok,
00000_frame000202-1581624672_950,ok,
00000_frame000204-1581624673_149,ok,
00000_frame000206-1581624673_349,ok,
00000_frame000208-1581624673_550,ok,
00000_frame000210-1581624673_750,ok,
00000_frame000212-1581624673_950,ok,
00000_frame000214-1581624674_150,ok,
00000_frame000216-1581624674_350,ok,
00000_frame000218-1581624674_550,ok,
00000_frame000220-1581624674_749,ok,
00000_frame000222-1581624674_950,ok,
00000_frame000224-1581624675_150,ok,
00000_frame000226-1581624675_349,ok,
00000_frame000228-1581624675_549,ok,
00000_frame000230-1581624675_750,ok,
00000_frame000232-1581624675_950,ok,
00000_frame000234-1581624676_149,ok,
00000_frame000236-1581624676_349,ok,
00000_frame000238-1581624676_549,ok,
00000_frame000240-1581624676_749,ok,
00000_frame000242-1581624676_949,ok,
00000_frame000244-1581624677_150,ok,
00000_frame000246-1581624677_349,ok,
00000_frame000248-1581624677_550,ok,
00000_frame000250-1581624677_749,ok,
00000_frame000252-1581624677_950,ok,
00000_frame000254-1581624678_150,ok,
00000_frame000256-1581624678_349,ok,
00000_frame000258-1581624678_550,ok,
00000_frame000260-1581624678_750,ok,
00000_frame000262-1581624678_949,ok,
00000_frame000264-1581624679_149,ok,
00000_frame000266-1581624679_350,ok,
00000_frame000268-1581624679_550,ok,
00000_frame000270-1581624679_749,ok,
00000_frame000272-1581624679_950,ok,
00000_frame000274-1581624680_150,ok,
00000_frame000276-1581624680_349,ok,
00000_frame000278-1581624680_549,ok,
00000_frame000280-1581624680_750,ok,
00000_frame000282-1581624680_950,ok,
00000_frame000284-1581624681_150,ok,
00000_frame000286-1581624681_350,ok,
00000_frame000288-1581624681_549,ok,
00000_frame000290-1581624681_749,ok,
00000_frame000292-1581624681_950,ok,
00000_frame000294-1581624682_150,ok,
00000_frame000296-1581624682_349,ok,
00000_frame000298-1581624682_550,ok,
00000_frame000300-1581624682_750,ok,
00000_frame000302-1581624682_950,ok,
00000_frame000304-1581624683_151,ok,
00000_frame000306-1581624683_350,ok,
00000_frame000308-1581624683_550,ok,
00000_frame000310-1581624683_750,ok,
00000_frame000312-1581624683_950,ok,
00000_frame000314-1581624684_149,ok,
00000_frame000316-1581624684_350,ok,
00000_frame000318-1581624684_550,ok,
00000_frame000320-1581624684_749,ok,
00000_frame000322-1581624684_949,ok,
00000_frame000324-1581624685_150,ok,
00000_frame000326-1581624685_350,ok,
00000_frame000328-1581624685_549,ok,
00000_frame000330-1581624685_750,ok,
00000_frame000332-1581624685_950,ok,
00000_frame000334-1581624686_149,ok,
00000_frame000336-1581624686_349,ok,
00000_frame000338-1581624686_549,ok,
00000_frame000340-1581624686_749,ok,
00000_frame000342-1581624686_950,ok,
00000_frame000344-1581624687_149,ok,
00000_frame000346-1581624687_349,ok,
00000_frame000348-1581624687_549,ok,
00000_frame000350-1581624687_750,ok,
00000_frame000352-1581624687_949,ok,
00000_frame000354-1581624688_149,ok,
00000_frame000356-1581624688_350,ok,
00000_frame000358-1581624688_550,ok,
00000_frame000360-1581624688_750,ok,
00000_frame000362-1581624688_949,ok,
00000_frame000364-1581624689_150,ok,
00000_frame000366-1581624689_349,ok,
00000_frame000368-1581624689_549,ok,
00000_frame000370-1581624689_750,ok,
00000_frame000372-1581624689_949,ok,
00000_frame000374-1581624690_149,ok,
00000_frame000376-1581624690_349,ok,
00000_frame000378-1581624690_550,ok,
00000_frame000380-1581624690_749,ok,
00000_frame000382-1581624690_949,ok,
00000_frame000384-1581624691_149,ok,
00000_frame000386-1581624691_350,ok,
00000_frame000388-1581624691_549,ok,
00000_frame000390-1581624691_749,ok,
00000_frame000392-1581624691_949,ok,
00000_frame000394-1581624692_149,ok,
00000_frame000396-1581624692_350,ok,
00000_frame000398-1581624692_549,ok,
00000_frame000400-1581624692_749,ok,
00000_frame000402-1581624692_950,ok,
00000_frame000404-1581624693_150,ok,
00000_frame000406-1581624693_349,ok,
00000_frame000408-1581624693_549,ok,
00000_frame000410-1581624693_750,ok,
00000_frame000412-1581624693_949,ok,
00000_frame000414-1581624694_150,ok,
00000_frame000416-1581624694_350,ok,
00000_frame000418-1581624694_549,ok,
00000_frame000420-1581624694_749,ok,
00000_frame000422-1581624694_949,ok,
00000_frame000424-1581624695_150,ok,
00000_frame000426-1581624695_350,ok,
00000_frame000428-1581624695_549,ok,
00000_frame000430-1581624695_750,ok,
00000_frame000432-1581624695_949,ok,
00000_frame000434-1581624696_150,ok,
00000_frame000436-1581624696_349,ok,
00000_frame000438-1581624696_549,ok,
00000_frame000440-1581624696_749,ok,
00000_frame000442-1581624696_949,ok,
00000_frame000444-1581624697_149,ok,
00000_frame000446-1581624697_349,ok,
00000_frame000448-1581624697_550,ok,
00000_frame000450-1581624697_749,ok,
00000_frame000452-1581624697_949,ok,
00000_frame000454-1581624698_149,ok,
00000_frame000456-1581624698_349,ok,
00000_frame000458-1581624698_550,ok,
00000_frame000460-1581624698_750,ok,
00000_frame000462-1581624698_950,ok,
00000_frame000464-1581624699_149,ok,
00000_frame000466-1581624699_349,ok,
00000_frame000468-1581624699_549,ok,
00000_frame000470-1581624699_749,ok,
00000_frame000472-1581624699_949,ok,
00000_frame000474-1581624700_149,ok,
00000_frame000476-1581624700_350,ok,
00000_frame000478-1581624700_549,ok,
00000_frame000480-1581624700_749,ok,
00000_frame000482-1581624700_949,ok,
00000_frame000484-1581624701_149,ok,
00000_frame000486-1581624701_349,ok,
00000_frame000488-1581624701_550,ok,
00000_frame000490-1581624701_749,ok,
00000_frame000492-1581624701_949,ok,
00000_frame000494-1581624702_149,ok,
00000_frame000496-1581624702_350,ok,
00000_frame000498-1581624702_549,ok,
00000_frame000500-1581624702_749,ok,
00000_frame000502-1581624702_949,ok,
00000_frame000504-1581624703_150,ok,
00000_frame000506-1581624703_350,ok,
00000_frame000508-1581624703_550,ok,
00000_frame000510-1581624703_749,ok,
00000_frame000512-1581624703_949,ok,
00000_frame000514-1581624704_150,ok,
00000_frame000516-1581624704_349,ok,
00000_frame000518-1581624704_550,ok,
00000_frame000520-1581624704_749,ok,
00000_frame000522-1581624704_949,ok,
00000_frame000524-1581624705_150,ok,
00000_frame000526-1581624705_350,ok,
00000_frame000528-1581624705_549,ok,
00000_frame000530-1581624705_749,ok,
00000_frame000532-1581624705_950,ok,
00000_frame000534-1581624706_150,ok,
00000_frame000536-1581624706_349,ok,
00000_frame000538-1581624706_549,ok,
00000_frame000540-1581624706_749,ok,
00000_frame000542-1581624706_950,ok,
00000_frame000544-1581624707_149,ok,
00000_frame000546-1581624707_350,ok,
00000_frame000548-1581624707_550,ok,
00000_frame000550-1581624707_750,ok,
00000_frame000552-1581624707_950,ok,
00000_frame000554-1581624708_149,ok,
00000_frame000556-1581624708_349,ok,
00000_frame000558-1581624708_550,ok,
00000_frame000560-1581624708_750,ok,
00000_frame000562-1581624708_949,ok,
00000_frame000564-1581624709_149,ok,
00000_frame000566-1581624709_349,ok,
00000_frame000568-1581624709_549,ok,
00000_frame000570-1581624709_750,ok,
00000_frame000572-1581624709_949,ok,
00000_frame000574-1581624710_149,ok,
00000_frame000576-1581624710_349,ok,
00000_frame000578-1581624710_549,ok,
00000_frame000580-1581624710_749,ok,
00000_frame000582-1581624710_950,ok,
00000_frame000584-1581624711_149,ok,
00000_frame000586-1581624711_349,ok,
00000_frame000588-1581624711_549,ok,
00000_frame000590-1581624711_750,ok,
00000_frame000592-1581624711_949,ok,
00000_frame000594-1581624712_149,ok,
00000_frame000596-1581624712_349,ok,
00000_frame000598-1581624712_549,ok,
00000_frame000599-1581624712_650,ok,
00000_frame000601-1581624712_849,ok,
00000_frame000603-1581624713_050,ok,
00000_frame000605-1581624713_249,ok,
00000_frame000607-1581624713_449,ok,
00000_frame000609-1581624713_650,ok,
00000_frame000611-1581624713_849,ok,
00000_frame000613-1581624714_050,ok,
00000_frame000615-1581624714_250,ok,
00000_frame000617-1581624714_450,ok,
00000_frame000619-1581624714_650,ok,
00000_frame000621-1581624714_849,ok,
00000_frame000623-1581624715_050,ok,
00000_frame000625-1581624715_249,ok,
00000_frame000627-1581624715_450,ok,
00000_frame000629-1581624715_649,ok,
00000_frame000631-1581624715_850,ok,
00000_frame000633-1581624716_050,ok,
00000_frame000635-1581624716_250,ok,
00000_frame000637-1581624716_449,ok,
00000_frame000639-1581624716_650,ok,
00000_frame000641-1581624716_850,ok,
00000_frame000643-1581624717_049,ok,
00000_frame000645-1581624717_250,ok,
00000_frame000647-1581624717_449,ok,
00000_frame000649-1581624717_649,ok,
00000_frame000651-1581624717_850,ok,
00000_frame000653-1581624718_049,ok,
00000_frame000655-1581624718_249,ok,
00000_frame000657-1581624718_450,ok,
00000_frame000659-1581624718_649,ok,
00000_frame000661-1581624718_849,ok,
00000_frame000663-1581624719_049,ok,
00000_frame000665-1581624719_249,ok,
00000_frame000667-1581624719_450,ok,
00000_frame000669-1581624719_649,ok,
00000_frame000671-1581624719_850,ok,
00000_frame000673-1581624720_050,ok,
00000_frame000675-1581624720_249,ok,
00000_frame000677-1581624720_450,ok,
00000_frame000679-1581624720_650,ok,
00000_frame000681-1581624720_849,ok,
00000_frame000683-1581624721_050,ok,
00000_frame000685-1581624721_250,ok,
00000_frame000687-1581624721_450,ok,
00000_frame000689-1581624721_649,ok,
00000_frame000691-1581624721_850,ok,
00000_frame000693-1581624722_049,ok,
00000_frame000695-1581624722_250,ok,
00000_frame000697-1581624722_450,ok,
00000_frame000699-1581624722_650,ok,
00000_frame000701-1581624722_849,ok,
00000_frame000703-1581624723_050,ok,
00000_frame000705-1581624723_249,ok,
00000_frame000707-1581624723_450,ok,
00000_frame000709-1581624723_650,ok,
00000_frame000711-1581624723_850,ok,
00000_frame000713-1581624724_050,ok,
00000_frame000715-1581624724_249,ok,
00000_frame000717-1581624724_449,ok,
00000_frame000719-1581624724_650,ok,
00000_frame000721-1581624724_849,ok,
00000_frame000723-1581624725_050,ok,
00000_frame000725-1581624725_250,ok,
00000_frame000727-1581624725_449,ok,
00000_frame000729-1581624725_649,ok,
00000_frame000731-1581624725_850,ok,
00000_frame000733-1581624726_049,ok,
00000_frame000735-1581624726_249,ok,
00000_frame000737-1581624726_449,ok,
00000_frame000739-1581624726_650,ok,
00000_frame000741-1581624726_849,ok,
00000_frame000743-1581624727_050,ok,
00000_frame000745-1581624727_250,ok,
00000_frame000747-1581624727_450,ok,
00000_frame000749-1581624727_650,ok,
00000_frame000751-1581624727_849,ok,
00000_frame000753-1581624728_050,ok,
00000_frame000755-1581624728_249,ok,
00000_frame000757-1581624728_450,ok,
00000_frame000759-1581624728_649,ok,
00000_frame000761-1581624728_849,ok,
00000_frame000763-1581624729_049,ok,
00000_frame000765-1581624729_249,ok,
00000_frame000767-1581624729_449,ok,
00000_frame000769-1581624729_649,ok,
00000_frame000771-1581624729_849,ok,
00000_frame000773-1581624730_049,ok,
00000_frame000775-1581624730_250,ok,
00000_frame000777-1581624730_449,ok,
00000_frame000779-1581624730_649,ok,
00000_frame000781-1581624730_850,ok,
00000_frame000783-1581624731_049,ok,
00000_frame000785-1581624731_250,ok,
00000_frame000787-1581624731_449,ok,
00000_frame000789-1581624731_649,ok,
00000_frame000791-1581624731_850,ok,
00000_frame000793-1581624732_049,ok,
00000_frame000795-1581624732_249,ok,
00000_frame000797-1581624732_450,ok,
00000_frame000799-1581624732_649,ok,
00000_frame000801-1581624732_849,ok,
00000_frame000803-1581624733_050,ok,
00000_frame000805-1581624733_249,ok,
00000_frame000807-1581624733_450,ok,
00000_frame000809-1581624733_649,ok,
00000_frame000811-1581624733_850,ok,
00000_frame000813-1581624734_049,ok,
00000_frame000815-1581624734_250,ok,
00000_frame000817-1581624734_449,ok,
00000_frame000819-1581624734_649,ok,
00000_frame000821-1581624734_850,ok,
00000_frame000823-1581624735_049,ok,
00000_frame000825-1581624735_249,ok,
00000_frame000827-1581624735_449,ok,
00000_frame000829-1581624735_650,ok,
00000_frame000831-1581624735_850,ok,
00000_frame000833-1581624736_049,ok,
00000_frame000835-1581624736_250,ok,
00000_frame000837-1581624736_449,ok,
00000_frame000839-1581624736_649,ok,
00000_frame000841-1581624736_849,ok,
00000_frame000843-1581624737_050,ok,
00000_frame000845-1581624737_250,ok,
00000_frame000847-1581624737_450,ok,
00000_frame000849-1581624737_650,ok,
00000_frame000851-1581624737_849,ok,
00000_frame000853-1581624738_049,ok,
00000_frame000855-1581624738_249,ok,
00000_frame000857-1581624738_449,ok,
00000_frame000859-1581624738_649,ok,
00000_frame000861-1581624738_850,ok,
00000_frame000863-1581624739_050,ok,
00000_frame000865-1581624739_249,ok,
00000_frame000867-1581624739_449,ok,
00000_frame000869-1581624739_649,ok,
00000_frame000871-1581624739_850,ok,
00000_frame000873-1581624740_049,ok,
00000_frame000875-1581624740_250,ok,
00000_frame000877-1581624740_449,ok,
00000_frame000879-1581624740_650,ok,
00000_frame000881-1581624740_850,ok,
00000_frame000883-1581624741_049,ok,
00000_frame000885-1581624741_250,ok,
00000_frame000887-1581624741_449,ok,
00000_frame000889-1581624741_649,ok,
00000_frame000891-1581624741_849,ok,
00000_frame000893-1581624742_050,ok,
00000_frame000895-1581624742_249,ok,
00000_frame000897-1581624742_449,ok,
00000_frame000899-1581624742_649,ok,
00000_frame000901-1581624742_849,ok,
00000_frame000903-1581624743_050,ok,
00000_frame000905-1581624743_250,ok,
00000_frame000907-1581624743_450,ok,
00000_frame000909-1581624743_649,ok,
00000_frame000911-1581624743_849,ok,
00000_frame000913-1581624744_049,ok,
00000_frame000915-1581624744_250,ok,
00000_frame000917-1581624744_450,ok,
00000_frame000919-1581624744_650,ok,
00000_frame000921-1581624744_849,ok,
00000_frame000923-1581624745_050,ok,
00000_frame000925-1581624745_250,ok,
00000_frame000927-1581624745_449,ok,
00000_frame000929-1581624745_649,ok,
00000_frame000931-1581624745_849,ok,
00000_frame000933-1581624746_049,ok,
00000_frame000935-1581624746_249,ok,
00000_frame000937-1581624746_449,ok,
00000_frame000939-1581624746_649,ok,
00000_frame000941-1581624746_850,ok,
00000_frame000943-1581624747_050,ok,
00000_frame000945-1581624747_250,ok,
00000_frame000947-1581624747_449,ok,
00000_frame000949-1581624747_649,ok,
00000_frame000951-1581624747_850,ok,
00000_frame000953-1581624748_050,ok,
00000_frame000955-1581624748_249,ok,
00000_frame000957-1581624748_450,ok,
00000_frame000959-1581624748_649,ok,
00000_frame000961-1581624748_849,ok,
00000_frame000963-1581624749_049,ok,
00000_frame000965-1581624749_249,ok,
00000_frame000967-1581624749_449,ok,
00000_frame000969-1581624749_649,ok,
00000_frame000971-1581624749_849,ok,
00000_frame000973-1581624750_049,ok,
00000_frame000975-1581624750_250,ok,
00000_frame000977-1581624750_450,ok,
00000_frame000979-1581624750_650,ok,
00000_frame000981-1581624750_850,ok,
00000_frame000983-1581624751_050,ok,
00000_frame000985-1581624751_249,ok,
00000_frame000987-1581624751_449,ok,
00000_frame000989-1581624751_650,ok,
00000_frame000991-1581624751_849,ok,
00000_frame000993-1581624752_049,ok,
00000_frame000995-1581624752_249,ok,
00000_frame000997-1581624752_449,ok,
00000_frame000999-1581624752_650,ok,
00000_frame001001-1581624752_849,ok,
00000_frame001003-1581624753_049,ok,
00000_frame001005-1581624753_249,ok,
00000_frame001007-1581624753_449,ok,
00000_frame001009-1581624753_650,ok,
00000_frame001011-1581624753_849,ok,
00000_frame001013-1581624754_050,ok,
00000_frame001015-1581624754_249,ok,
00000_frame001017-1581624754_450,ok,
00000_frame001019-1581624754_649,ok,
00000_frame001021-1581624754_849,ok,
00000_frame001023-1581624755_050,ok,
00000_frame001025-1581624755_250,ok,
00000_frame001027-1581624755_450,ok,
00000_frame001029-1581624755_649,ok,
00000_frame001031-1581624755_849,ok,
00000_frame001033-1581624756_049,ok,
00000_frame001035-1581624756_249,ok,
00000_frame001037-1581624756_450,ok,
00000_frame001039-1581624756_650,ok,
00000_frame001041-1581624756_850,ok,
00000_frame001043-1581624757_050,ok,
00000_frame001045-1581624757_250,ok,
00000_frame001047-1581624757_449,ok,
00000_frame001049-1581624757_650,ok,
00000_frame001051-1581624757_850,ok,
00000_frame001053-1581624758_050,ok,
00000_frame001055-1581624758_249,ok,
00000_frame001057-1581624758_449,ok,
00000_frame001059-1581624758_650,ok,
00000_frame001061-1581624758_849,ok,
00000_frame001063-1581624759_049,ok,
00000_frame001065-1581624759_249,ok,
00000_frame001067-1581624759_449,ok,
00000_frame001069-1581624759_650,ok,
00000_frame001071-1581624759_850,ok,
00000_frame001073-1581624760_049,ok,
00000_frame001075-1581624760_250,ok,
00000_frame001077-1581624760_450,ok,
00000_frame001079-1581624760_650,ok,
00000_frame001081-1581624760_849,ok,
00000_frame001083-1581624761_050,ok,
00000_frame001085-1581624761_249,ok,
00000_frame001087-1581624761_449,ok,
00000_frame001089-1581624761_649,ok,
00000_frame001091-1581624761_850,ok,
00000_frame001093-1581624762_050,ok,
00000_frame001095-1581624762_249,ok,
00000_frame001097-1581624762_449,ok,
00000_frame001099-1581624762_649,ok,
00000_frame001101-1581624762_850,ok,
00000_frame001103-1581624763_050,ok,
00000_frame001105-1581624763_250,ok,
00000_frame001107-1581624763_449,ok,
00000_frame001109-1581624763_649,ok,
00000_frame001111-1581624763_849,ok,
00000_frame001113-1581624764_049,ok,
00000_frame001115-1581624764_250,ok,
00000_frame001117-1581624764_450,ok,
00000_frame001119-1581624764_650,ok,
00000_frame001121-1581624764_849,ok,
00000_frame001123-1581624765_049,ok,
00000_frame001125-1581624765_250,ok,
00000_frame001127-1581624765_449,ok,
00000_frame001129-1581624765_650,ok,
00000_frame001131-1581624765_850,ok,
00000_frame001133-1581624766_050,ok,
00000_frame001135-1581624766_249,ok,
00000_frame001137-1581624766_450,ok,
00000_frame001139-1581624766_650,ok,
00000_frame001141-1581624766_849,ok,
00000_frame001143-1581624767_049,ok,
00000_frame001145-1581624767_249,ok,
00000_frame001147-1581624767_450,ok,
00000_frame001149-1581624767_649,ok,
00000_frame001151-1581624767_849,ok,
00000_frame001153-1581624768_049,ok,
00000_frame001155-1581624768_249,ok,
00000_frame001157-1581624768_450,ok,
00000_frame001159-1581624768_649,ok,
00000_frame001161-1581624768_849,ok,
00000_frame001163-1581624769_050,ok,
00000_frame001165-1581624769_249,ok,
00000_frame001167-1581624769_449,ok,
00000_frame001169-1581624769_649,ok,
00000_frame001171-1581624769_849,ok,
00000_frame001173-1581624770_049,ok,
00000_frame001175-1581624770_250,ok,
00000_frame001177-1581624770_449,ok,
00000_frame001179-1581624770_650,ok,
00000_frame001181-1581624770_850,ok,
00000_frame001183-1581624771_049,ok,
00000_frame001185-1581624771_249,ok,
00000_frame001187-1581624771_449,ok,
00000_frame001189-1581624771_650,ok,
00000_frame001191-1581624771_849,ok,
00000_frame001193-1581624772_049,ok,
00000_frame001195-1581624772_249,ok,
00000_frame001197-1581624772_449,ok,
00000_frame001199-1581624772_649,ok,
00000_frame001201-1581624772_849,ok,
00000_frame001203-1581624773_049,ok,
00000_frame001205-1581624773_249,ok,
00000_frame001207-1581624773_449,ok,
00000_frame001209-1581624773_649,ok,
00000_frame001211-1581624773_849,ok,
00000_frame001213-1581624774_049,ok,
00000_frame001215-1581624774_249,ok,
00000_frame001217-1581624774_449,ok,
00000_frame001219-1581624774_650,ok,
00000_frame001221-1581624774_849,ok,
00000_frame001223-1581624775_049,ok,
00000_frame001225-1581624775_249,ok,
00000_frame001227-1581624775_449,ok,
00000_frame001229-1581624775_649,ok,
00000_frame001231-1581624775_849,ok,
00000_frame001233-1581624776_049,ok,
00000_frame001235-1581624776_250,ok,
00000_frame001237-1581624776_449,ok,
00000_frame001239-1581624776_649,ok,
00000_frame001241-1581624776_849,ok,
00000_frame001243-1581624777_050,ok,
00000_frame001245-1581624777_250,ok,
00000_frame001247-1581624777_449,ok,
00000_frame001249-1581624777_649,ok,
00000_frame001251-1581624777_849,ok,
00000_frame001253-1581624778_049,ok,
00000_frame001255-1581624778_250,ok,
00000_frame001257-1581624778_450,ok,
00000_frame001259-1581624778_649,ok,
00000_frame001261-1581624778_849,ok,
00000_frame001263-1581624779_049,ok,
00000_frame001265-1581624779_249,ok,
00000_frame001267-1581624779_450,ok,
00000_frame001269-1581624779_649,ok,
00000_frame001271-1581624779_850,ok,
00000_frame001273-1581624780_049,ok,
00000_frame001275-1581624780_249,ok,
00000_frame001277-1581624780_449,ok,
00000_frame001279-1581624780_649,ok,
00000_frame001281-1581624780_849,ok,
00000_frame001283-1581624781_049,ok,
00000_frame001285-1581624781_250,ok,
00000_frame001287-1581624781_449,ok,
00000_frame001289-1581624781_650,ok,
00000_frame001291-1581624781_849,ok,
00000_frame001293-1581624782_049,ok,
00000_frame001295-1581624782_250,ok,
00000_frame001297-1581624782_449,ok,
00000_frame001299-1581624782_649,ok,
00000_frame001301-1581624782_849,ok,
00000_frame001303-1581624783_049,ok,
00000_frame001305-1581624783_249,ok,
00000_frame001307-1581624783_449,ok,
00000_frame001309-1581624783_649,ok,
00000_frame001311-1581624783_849,ok,
00000_frame001313-1581624784_050,ok,
00000_frame001315-1581624784_250,ok,
00000_frame001317-1581624784_449,ok,
00000_frame001319-1581624784_649,ok,
00000_frame001321-1581624784_849,ok,
00000_frame001323-1581624785_049,ok,
00000_frame001325-1581624785_249,ok,
00000_frame001327-1581624785_449,ok,
00000_frame001329-1581624785_649,ok,
00000_frame001331-1581624785_850,ok,
00000_frame001333-1581624786_049,ok,
00000_frame001335-1581624786_249,ok,
00000_frame001337-1581624786_449,ok,
00000_frame001339-1581624786_650,ok,
00000_frame001341-1581624786_850,ok,
00000_frame001343-1581624787_049,ok,
00000_frame001345-1581624787_249,ok,
00000_frame001347-1581624787_450,ok,
00000_frame001349-1581624787_650,ok,
00000_frame001351-1581624787_850,ok,
00000_frame001353-1581624788_049,ok,
00000_frame001355-1581624788_249,ok,
00000_frame001357-1581624788_449,ok,
00000_frame001359-1581624788_650,ok,
00000_frame001361-1581624788_849,ok,
00000_frame001363-1581624789_049,ok,
00000_frame001365-1581624789_250,ok,
00000_frame001367-1581624789_450,ok,
00000_frame001369-1581624789_649,ok,
00000_frame001371-1581624789_850,ok,
00000_frame001373-1581624790_050,ok,
00000_frame001375-1581624790_249,ok,
00000_frame001377-1581624790_449,ok,
00000_frame001379-1581624790_649,ok,
00000_frame001381-1581624790_850,ok,
00000_frame001383-1581624791_050,ok,
00000_frame001385-1581624791_249,ok,
00000_frame001387-1581624791_449,ok,
00000_frame001389-1581624791_649,ok,
00000_frame001391-1581624791_849,ok,
00000_frame001393-1581624792_049,ok,
00000_frame001395-1581624792_249,ok,
00000_frame001397-1581624792_449,ok,
00000_frame001399-1581624792_649,ok,
00000_frame001401-1581624792_850,ok,
00000_frame001403-1581624793_049,ok,
00000_frame001405-1581624793_249,ok,
00000_frame001407-1581624793_449,ok,
00000_frame001409-1581624793_649,ok,
00000_frame001411-1581624793_849,ok,
00000_frame001413-1581624794_049,ok,
00000_frame001415-1581624794_250,ok,
00000_frame001417-1581624794_449,ok,
00000_frame001419-1581624794_649,ok,
00000_frame001421-1581624794_849,ok,
00000_frame001423-1581624795_049,ok,
00000_frame001425-1581624795_249,ok,
00000_frame001427-1581624795_450,ok,
00000_frame001429-1581624795_650,ok,
00000_frame001431-1581624795_850,ok,
00000_frame001433-1581624796_050,ok,
00000_frame001435-1581624796_250,ok,
00000_frame001437-1581624796_449,ok,
00000_frame001439-1581624796_649,ok,
00000_frame001441-1581624796_849,ok,
00000_frame001443-1581624797_049,ok,
00000_frame001445-1581624797_249,ok,
00000_frame001447-1581624797_449,ok,
00000_frame001449-1581624797_649,ok,
00000_frame001451-1581624797_850,ok,
00000_frame001453-1581624798_049,ok,
00000_frame001455-1581624798_249,ok,
00000_frame001457-1581624798_450,ok,
00000_frame001459-1581624798_649,ok,
00000_frame001461-1581624798_849,ok,
00000_frame001463-1581624799_050,ok,
00000_frame001465-1581624799_249,ok,
00000_frame001467-1581624799_449,ok,
