dataset,split,sample_id,source_split,source_sample_name,image_filename,mask_filename,image_relpath,mask_relpath,width,height,source_encoding,source_image,source_mask
YCOR,train,ycor_train_000042,train,iid000069,ycor_train_000042.jpg,ycor_train_000042.png,images/train/ycor_train_000042.jpg,masks/train/ycor_train_000042.png,1024,544,rgb_palette,train/iid000069/rgb.jpg,train/iid000069/labels.png
YCOR,train,ycor_train_000043,train,iid000070,ycor_train_000043.jpg,ycor_train_000043.png,images/train/ycor_train_000043.jpg,masks/train/ycor_train_000043.png,1024,544,rgb_palette,train/iid000070/rgb.jpg,train/iid000070/labels.png
YCOR,train,ycor_train_000044,train,iid000071,ycor_train_000044.jpg,ycor_train_000044.png,images/train/ycor_train_000044.jpg,masks/train/ycor_train_000044.png,1024,544,rgb_palette,train/iid000071/rgb.jpg,train/iid000071/labels.png
YCOR,train,ycor_train_000045,train,iid000085,ycor_train_000045.jpg,ycor_train_000045.png,images/train/ycor_train_000045.jpg,masks/train/ycor_train_000045.png,1024,544,rgb_palette,train/iid000085/rgb.jpg,train/iid000085/labels.png
YCOR,train,ycor_train_000046,train,iid000086,ycor_train_000046.jpg,ycor_train_000046.png,images/train/ycor_train_000046.jpg,masks/train/ycor_train_000046.png,1024,544,rgb_palette,train/iid000086/rgb.jpg,train/iid000086/labels.png
YCOR,train,ycor_train_000047,train,iid000087,ycor_train_000047.jpg,ycor_train_000047.png,images/train/ycor_train_000047.jpg,masks/train/ycor_train_000047.png,1024,544,rgb_palette,train/iid000087/rgb.jpg,train/iid000087/labels.png
YCOR,train,ycor_train_000048,train,iid000088,ycor_train_000048.jpg,ycor_train_000048.png,images/train/ycor_train_000048.jpg,masks/train/ycor_train_000048.png,1024,544,rgb_palette,train/iid000088/rgb.jpg,train/iid000088/labels.png
YCOR,train,ycor_train_000049,train,iid000089,ycor_train_000049.jpg,ycor_train_000049.png,images/train/ycor_train_000049.jpg,masks/train/ycor_train_000049.png,1024,544,rgb_palette,train/iid000089/rgb.jpg,train/iid000089/labels.png
YCOR,train,ycor_train_000050,train,iid000090,ycor_train_000050.jpg,ycor_train_000050.png,images/train/ycor_train_000050.jpg,masks/train/ycor_train_000050.png,1024,544,rgb_palette,train/iid000090/rgb.jpg,train/iid000090/labels.png
YCOR,train,ycor_train_000051,train,iid000091,ycor_train_000051.jpg,ycor_train_000051.png,images/train/ycor_train_000051.jpg,masks/train/ycor_train_000051.png,1024,544,rgb_palette,train/iid000091/rgb.jpg,train/iid000091/labels.png
YCOR,train,ycor_train_000052,train,iid000092,ycor_train_000052.jpg,ycor_train_000052.png,images/train/ycor_train_000052.jpg,masks/train/ycor_train_000052.png,1024,544,rgb_palette,train/iid000092/rgb.jpg,train/iid000092/labels.png
YCOR,train,ycor_train_000053,train,iid000093,ycor_train_000053.jpg,ycor_train_000053.png,images/train/ycor_train_000053.jpg,masks/train/ycor_train_000053.png,1024,544,rgb_palette,train/iid000093/rgb.jpg,train/iid000093/labels.png
YCOR,train,ycor_train_000054,train,iid000094,ycor_train_000054.jpg,ycor_train_000054.png,images/train/ycor_train_000054.jpg,masks/train/ycor_train_000054.png,1024,544,rgb_palette,train/iid000094/rgb.jpg,train/iid000094/labels.png
YCOR,train,ycor_train_000055,train,iid000095,ycor_train_000055.jpg,ycor_train_000055.png,images/train/ycor_train_000055.jpg,masks/train/ycor_train_000055.png,1024,544,rgb_palette,train/iid000095/rgb.jpg,train/iid000095/labels.png
YCOR,train,ycor_train_000056,train,iid000096,ycor_train_000056.jpg,ycor_train_000056.png,images/train/ycor_train_000056.jpg,masks/train/ycor_train_000056.png,1024,544,rgb_palette,train/iid000096/rgb.jpg,train/iid000096/labels.png
YCOR,train,ycor_train_000057,train,iid000097,ycor_train_000057.jpg,ycor_train_000057.png,images/train/ycor_train_000057.jpg,masks/train/ycor_train_000057.png,1024,544,rgb_palette,train/iid000097/rgb.jpg,train/iid000097/labels.png
YCOR,train,ycor_train_000058,train,iid000099,ycor_train_000058.jpg,ycor_train_000058.png,images/train/ycor_train_000058.jpg,masks/train/ycor_train_000058.png,1024,544,rgb_palette,train/iid000099/rgb.jpg,train/iid000099/labels.png
YCOR,train,ycor_train_000059,train,iid000100,ycor_train_000059.jpg,ycor_train_000059.png,images/train/ycor_train_000059.jpg,masks/train/ycor_train_000059.png,1024,544,rgb_palette,train/iid000100/rgb.jpg,train/iid000100/labels.png
YCOR,train,ycor_train_000060,train,iid000101,ycor_train_000060.jpg,ycor_train_000060.png,images/train/ycor_train_000060.jpg,masks/train/ycor_train_000060.png,1024,544,rgb_palette,train/iid000101/rgb.jpg,train/iid000101/labels.png
YCOR,train,ycor_train_000061,train,iid000102,ycor_train_000061.jpg,ycor_train_000061.png,images/train/ycor_train_000061.jpg,masks/train/ycor_train_000061.png,1024,544,rgb_palette,train/iid000102/rgb.jpg,train/iid000102/labels.png
YCOR,train,ycor_train_000062,train,iid000103,ycor_train_000062.jpg,ycor_train_000062.png,images/train/ycor_train_000062.jpg,masks/train/ycor_train_000062.png,1024,544,rgb_palette,train/iid000103/rgb.jpg,train/iid000103/labels.png
YCOR,train,ycor_train_000063,train,iid000104,ycor_train_000063.jpg,ycor_train_000063.png,images/train/ycor_train_000063.jpg,masks/train/ycor_train_000063.png,1024,544,rgb_palette,train/iid000104/rgb.jpg,train/iid000104/labels.png
YCOR,train,ycor_train_000064,train,iid000105,ycor_train_000064.jpg,ycor_train_000064.png,images/train/ycor_train_000064.jpg,masks/train/ycor_train_000064.png,1024,544,rgb_palette,train/iid000105/rgb.jpg,train/iid000105/labels.png
YCOR,train,ycor_train_000065,train,iid000106,ycor_train_000065.jpg,ycor_train_000065.png,images/train/ycor_train_000065.jpg,masks/train/ycor_train_000065.png,1024,544,rgb_palette,train/iid000106/rgb.jpg,train/iid000106/labels.png
YCOR,train,ycor_train_000066,train,iid000107,ycor_train_000066.jpg,ycor_train_000066.png,images/train/ycor_train_000066.jpg,masks/train/ycor_train_000066.png,1024,544,rgb_palette,train/iid000107/rgb.jpg,train/iid000107/labels.png
YCOR,train,ycor_train_000067,train,iid000108,ycor_train_000067.jpg,ycor_train_000067.png,images/train/ycor_train_000067.jpg,masks/train/ycor_train_000067.png,1024,544,rgb_palette,train/iid000108/rgb.jpg,train/iid000108/labels.png
YCOR,train,ycor_train_000068,train,iid000109,ycor_train_000068.jpg,ycor_train_000068.png,images/train/ycor_train_000068.jpg,masks/train/ycor_train_000068.png,1024,544,rgb_palette,train/iid000109/rgb.jpg,train/iid000109/labels.png
YCOR,train,ycor_train_000069,train,iid000110,ycor_train_000069.jpg,ycor_train_000069.png,images/train/ycor_train_000069.jpg,masks/train/ycor_train_000069.png,1024,544,rgb_palette,train/iid000110/rgb.jpg,train/iid000110/labels.png
YCOR,train,ycor_train_000070,train,iid000111,ycor_train_000070.jpg,ycor_train_000070.png,images/train/ycor_train_000070.jpg,masks/train/ycor_train_000070.png,1024,544,rgb_palette,train/iid000111/rgb.jpg,train/iid000111/labels.png
YCOR,train,ycor_train_000071,train,iid000112,ycor_train_000071.jpg,ycor_train_000071.png,images/train/ycor_train_000071.jpg,masks/train/ycor_train_000071.png,1024,544,rgb_palette,train/iid000112/rgb.jpg,train/iid000112/labels.png
YCOR,train,ycor_train_000072,train,iid000113,ycor_train_000072.jpg,ycor_train_000072.png,images/train/ycor_train_000072.jpg,masks/train/ycor_train_000072.png,1024,544,rgb_palette,train/iid000113/rgb.jpg,train/iid000113/labels.png
YCOR,train,ycor_train_000073,train,iid000114,ycor_train_000073.jpg,ycor_train_000073.png,images/train/ycor_train_000073.jpg,masks/train/ycor_train_000073.png,1024,544,rgb_palette,train/iid000114/rgb.jpg,train/iid000114/labels.png
YCOR,train,ycor_train_000074,train,iid000115,ycor_train_000074.jpg,ycor_train_000074.png,images/train/ycor_train_000074.jpg,masks/train/ycor_train_000074.png,1024,544,rgb_palette,train/iid000115/rgb.jpg,train/iid000115/labels.png
YCOR,train,ycor_train_000075,train,iid000116,ycor_train_000075.jpg,ycor_train_000075.png,images/train/ycor_train_000075.jpg,masks/train/ycor_train_000075.png,1024,544,rgb_palette,train/iid000116/rgb.jpg,train/iid000116/labels.png
YCOR,train,ycor_train_000076,train,iid000117,ycor_train_000076.jpg,ycor_train_000076.png,images/train/ycor_train_000076.jpg,masks/train/ycor_train_000076.png,1024,544,rgb_palette,train/iid000117/rgb.jpg,train/iid000117/labels.png
YCOR,train,ycor_train_000077,train,iid000118,ycor_train_000077.jpg,ycor_train_000077.png,images/train/ycor_train_000077.jpg,masks/train/ycor_train_000077.png,1024,544,rgb_palette,train/iid000118/rgb.jpg,train/iid000118/labels.png
YCOR,train,ycor_train_000078,train,iid000119,ycor_train_000078.jpg,ycor_train_000078.png,images/train/ycor_train_000078.jpg,masks/train/ycor_train_000078.png,1024,544,rgb_palette,train/iid000119/rgb.jpg,train/iid000119/labels.png
YCOR,train,ycor_train_000079,train,iid000120,ycor_train_000079.jpg,ycor_train_000079.png,images/train/ycor_train_000079.jpg,masks/train/ycor_train_000079.png,1024,544,rgb_palette,train/iid000120/rgb.jpg,train/iid000120/labels.png
YCOR,train,ycor_train_000080,train,iid000121,ycor_train_000080.jpg,ycor_train_000080.png,images/train/ycor_train_000080.jpg,masks/train/ycor_train_000080.png,1024,544,rgb_palette,train/iid000121/rgb.jpg,train/iid000121/labels.png
YCOR,train,ycor_train_000081,train,iid000122,ycor_train_000081.jpg,ycor_train_000081.png,images/train/ycor_train_000081.jpg,masks/train/ycor_train_000081.png,1024,544,rgb_palette,train/iid000122/rgb.jpg,train/iid000122/labels.png
YCOR,train,ycor_train_000082,train,iid000123,ycor_train_000082.jpg,ycor_train_000082.png,images/train/ycor_train_000082.jpg,masks/train/ycor_train_000082.png,1024,544,rgb_palette,train/iid000123/rgb.jpg,train/iid000123/labels.png
YCOR,train,ycor_train_000083,train,iid000124,ycor_train_000083.jpg,ycor_train_000083.png,images/train/ycor_train_000083.jpg,masks/train/ycor_train_000083.png,1024,544,rgb_palette,train/iid000124/rgb.jpg,train/iid000124/labels.png
YCOR,train,ycor_train_000084,train,iid000125,ycor_train_000084.jpg,ycor_train_000084.png,images/train/ycor_train_000084.jpg,masks/train/ycor_train_000084.png,1024,544,rgb_palette,train/iid000125/rgb.jpg,train/iid000125/labels.png
YCOR,train,ycor_train_000085,train,iid000126,ycor_train_000085.jpg,ycor_train_000085.png,images/train/ycor_train_000085.jpg,masks/train/ycor_train_000085.png,1024,544,rgb_palette,train/iid000126/rgb.jpg,train/iid000126/labels.png
YCOR,train,ycor_train_000086,train,iid000127,ycor_train_000086.jpg,ycor_train_000086.png,images/train/ycor_train_000086.jpg,masks/train/ycor_train_000086.png,1024,544,rgb_palette,train/iid000127/rgb.jpg,train/iid000127/labels.png
YCOR,train,ycor_train_000087,train,iid000128,ycor_train_000087.jpg,ycor_train_000087.png,images/train/ycor_train_000087.jpg,masks/train/ycor_train_000087.png,1024,544,rgb_palette,train/iid000128/rgb.jpg,train/iid000128/labels.png
YCOR,train,ycor_train_000088,train,iid000129,ycor_train_000088.jpg,ycor_train_000088.png,images/train/ycor_train_000088.jpg,masks/train/ycor_train_000088.png,1024,544,rgb_palette,train/iid000129/rgb.jpg,train/iid000129/labels.png
YCOR,train,ycor_train_000089,train,iid000131,ycor_train_000089.jpg,ycor_train_000089.png,images/train/ycor_train_000089.jpg,masks/train/ycor_train_000089.png,1024,544,rgb_palette,train/iid000131/rgb.jpg,train/iid000131/labels.png
YCOR,train,ycor_train_000090,train,iid000132,ycor_train_000090.jpg,ycor_train_000090.png,images/train/ycor_train_000090.jpg,masks/train/ycor_train_000090.png,1024,544,rgb_palette,train/iid000132/rgb.jpg,train/iid000132/labels.png
YCOR,train,ycor_train_000091,train,iid000133,ycor_train_000091.jpg,ycor_train_000091.png,images/train/ycor_train_000091.jpg,masks/train/ycor_train_000091.png,1024,544,rgb_palette,train/iid000133/rgb.jpg,train/iid000133/labels.png
YCOR,train,ycor_train_000092,train,iid000134,ycor_train_000092.jpg,ycor_train_000092.png,images/train/ycor_train_000092.jpg,masks/train/ycor_train_000092.png,1024,544,rgb_palette,train/iid000134/rgb.jpg,train/iid000134/labels.png
YCOR,train,ycor_train_000093,train,iid000135,ycor_train_000093.jpg,ycor_train_000093.png,images/train/ycor_train_000093.jpg,masks/train/ycor_train_000093.png,1024,544,rgb_palette,train/iid000135/rgb.jpg,train/iid000135/labels.png
YCOR,train,ycor_train_000094,train,iid000152,ycor_train_000094.jpg,ycor_train_000094.png,images/train/ycor_train_000094.jpg,masks/train/ycor_train_000094.png,1024,544,rgb_palette,train/iid000152/rgb.jpg,train/iid000152/labels.png
YCOR,train,ycor_train_000095,train,iid000153,ycor_train_000095.jpg,ycor_train_000095.png,images/train/ycor_train_000095.jpg,masks/train/ycor_train_000095.png,1024,544,rgb_palette,train/iid000153/rgb.jpg,train/iid000153/labels.png
YCOR,train,ycor_train_000096,train,iid000154,ycor_train_000096.jpg,ycor_train_000096.png,images/train/ycor_train_000096.jpg,masks/train/ycor_train_000096.png,1024,544,rgb_palette,train/iid000154/rgb.jpg,train/iid000154/labels.png
YCOR,train,ycor_train_000097,train,iid000155,ycor_train_000097.jpg,ycor_train_000097.png,images/train/ycor_train_000097.jpg,masks/train/ycor_train_000097.png,1024,544,rgb_palette,train/iid000155/rgb.jpg,train/iid000155/labels.png
YCOR,train,ycor_train_000098,train,iid000156,ycor_train_000098.jpg,ycor_train_000098.png,images/train/ycor_train_000098.jpg,masks/train/ycor_train_000098.png,1024,544,rgb_palette,train/iid000156/rgb.jpg,train/iid000156/labels.png
YCOR,train,ycor_train_000099,train,iid000157,ycor_train_000099.jpg,ycor_train_000099.png,images/train/ycor_train_000099.jpg,masks/train/ycor_train_000099.png,1024,544,rgb_palette,train/iid000157/rgb.jpg,train/iid000157/labels.png
YCOR,train,ycor_train_000100,train,iid000158,ycor_train_000100.jpg,ycor_train_000100.png,images/train/ycor_train_000100.jpg,masks/train/ycor_train_000100.png,1024,544,rgb_palette,train/iid000158/rgb.jpg,train/iid000158/labels.png
YCOR,train,ycor_train_000101,train,iid000159,ycor_train_000101.jpg,ycor_train_000101.png,images/train/ycor_train_000101.jpg,masks/train/ycor_train_000101.png,1024,544,rgb_palette,train/iid000159/rgb.jpg,train/iid000159/labels.png
YCOR,train,ycor_train_000102,train,iid000160,ycor_train_000102.jpg,ycor_train_000102.png,images/train/ycor_train_000102.jpg,masks/train/ycor_train_000102.png,1024,544,rgb_palette,train/iid000160/rgb.jpg,train/iid000160/labels.png
YCOR,train,ycor_train_000103,train,iid000161,ycor_train_000103.jpg,ycor_train_000103.png,images/train/ycor_train_000103.jpg,masks/train/ycor_train_000103.png,1024,544,rgb_palette,train/iid000161/rgb.jpg,train/iid000161/labels.png
YCOR,train,ycor_train_000104,train,iid000162,ycor_train_000104.jpg,ycor_train_000104.png,images/train/ycor_train_000104.jpg,masks/train/ycor_train_000104.png,1024,544,rgb_palette,train/iid000162/rgb.jpg,train/iid000162/labels.png
YCOR,train,ycor_train_000105,train,iid000163,ycor_train_000105.jpg,ycor_train_000105.png,images/train/ycor_train_000105.jpg,masks/train/ycor_train_000105.png,1024,544,rgb_palette,train/iid000163/rgb.jpg,train/iid000163/labels.png
YCOR,train,ycor_train_000106,train,iid000164,ycor_train_000106.jpg,ycor_train_000106.png,images/train/ycor_train_000106.jpg,masks/train/ycor_train_000106.png,1024,544,rgb_palette,train/iid000164/rgb.jpg,train/iid000164/labels.png
YCOR,train,ycor_train_000107,train,iid000165,ycor_train_000107.jpg,ycor_train_000107.png,images/train/ycor_train_000107.jpg,masks/train/ycor_train_000107.png,1024,544,rgb_palette,train/iid000165/rgb.jpg,train/iid000165/labels.png
YCOR,train,ycor_train_000108,train,iid000166,ycor_train_000108.jpg,ycor_train_000108.png,images/train/ycor_train_000108.jpg,masks/train/ycor_train_000108.png,1024,544,rgb_palette,train/iid000166/rgb.jpg,train/iid000166/labels.png
YCOR,train,ycor_train_000109,train,iid000167,ycor_train_000109.jpg,ycor_train_000109.png,images/train/ycor_train_000109.jpg,masks/train/ycor_train_000109.png,1024,544,rgb_palette,train/iid000167/rgb.jpg,train/iid000167/labels.png
YCOR,train,ycor_train_000110,train,iid000168,ycor_train_000110.jpg,ycor_train_000110.png,images/train/ycor_train_000110.jpg,masks/train/ycor_train_000110.png,1024,544,rgb_palette,train/iid000168/rgb.jpg,train/iid000168/labels.png
YCOR,train,ycor_train_000111,train,iid000169,ycor_train_000111.jpg,ycor_train_000111.png,images/train/ycor_train_000111.jpg,masks/train/ycor_train_000111.png,1024,544,rgb_palette,train/iid000169/rgb.jpg,train/iid000169/labels.png
YCOR,train,ycor_train_000112,train,iid000170,ycor_train_000112.jpg,ycor_train_000112.png,images/train/ycor_train_000112.jpg,masks/train/ycor_train_000112.png,1024,544,rgb_palette,train/iid000170/rgb.jpg,train/iid000170/labels.png
YCOR,train,ycor_train_000113,train,iid000171,ycor_train_000113.jpg,ycor_train_000113.png,images/train/ycor_train_000113.jpg,masks/train/ycor_train_000113.png,1024,544,rgb_palette,train/iid000171/rgb.jpg,train/iid000171/labels.png
YCOR,train,ycor_train_000114,train,iid000172,ycor_train_000114.jpg,ycor_train_000114.png,images/train/ycor_train_000114.jpg,masks/train/ycor_train_000114.png,1024,544,rgb_palette,train/iid000172/rgb.jpg,train/iid000172/labels.png
YCOR,train,ycor_train_000115,train,iid000173,ycor_train_000115.jpg,ycor_train_000115.png,images/train/ycor_train_000115.jpg,masks/train/ycor_train_000115.png,1024,544,rgb_palette,train/iid000173/rgb.jpg,train/iid000173/labels.png
