sample_key,source,source_split,output_split,sample_id,image_path,mask_path,non_ignore_ratio
rellis3d/00000/frame000030-1581624655_749,rellis3d,train,train,00000/frame000030-1581624655_749,images/rellis3d/00000/frame000030-1581624655_749.jpg,masks/rellis3d/00000/frame000030-1581624655_749.png,1.00000000
rellis3d/00000/frame000032-1581624655_950,rellis3d,train,train,00000/frame000032-1581624655_950,images/rellis3d/00000/frame000032-1581624655_950.jpg,masks/rellis3d/00000/frame000032-1581624655_950.png,1.00000000
rellis3d/00000/frame000034-1581624656_149,rellis3d,train,train,00000/frame000034-1581624656_149,images/rellis3d/00000/frame000034-1581624656_149.jpg,masks/rellis3d/00000/frame000034-1581624656_149.png,1.00000000
rellis3d/00000/frame000036-1581624656_349,rellis3d,train,train,00000/frame000036-1581624656_349,images/rellis3d/00000/frame000036-1581624656_349.jpg,masks/rellis3d/00000/frame000036-1581624656_349.png,1.00000000
rellis3d/00000/frame000038-1581624656_549,rellis3d,train,train,00000/frame000038-1581624656_549,images/rellis3d/00000/frame000038-1581624656_549.jpg,masks/rellis3d/00000/frame000038-1581624656_549.png,1.00000000
rellis3d/00000/frame000040-1581624656_750,rellis3d,train,train,00000/frame000040-1581624656_750,images/rellis3d/00000/frame000040-1581624656_750.jpg,masks/rellis3d/00000/frame000040-1581624656_750.png,1.00000000
rellis3d/00000/frame000042-1581624656_950,rellis3d,train,train,00000/frame000042-1581624656_950,images/rellis3d/00000/frame000042-1581624656_950.jpg,masks/rellis3d/00000/frame000042-1581624656_950.png,1.00000000
rellis3d/00000/frame000044-1581624657_149,rellis3d,train,train,00000/frame000044-1581624657_149,images/rellis3d/00000/frame000044-1581624657_149.jpg,masks/rellis3d/00000/frame000044-1581624657_149.png,1.00000000
rellis3d/00000/frame000046-1581624657_349,rellis3d,train,train,00000/frame000046-1581624657_349,images/rellis3d/00000/frame000046-1581624657_349.jpg,masks/rellis3d/00000/frame000046-1581624657_349.png,1.00000000
rellis3d/00000/frame000048-1581624657_549,rellis3d,train,train,00000/frame000048-1581624657_549,images/rellis3d/00000/frame000048-1581624657_549.jpg,masks/rellis3d/00000/frame000048-1581624657_549.png,1.00000000
rellis3d/00000/frame000050-1581624657_750,rellis3d,train,train,00000/frame000050-1581624657_750,images/rellis3d/00000/frame000050-1581624657_750.jpg,masks/rellis3d/00000/frame000050-1581624657_750.png,1.00000000
rellis3d/00000/frame000052-1581624657_950,rellis3d,train,train,00000/frame000052-1581624657_950,images/rellis3d/00000/frame000052-1581624657_950.jpg,masks/rellis3d/00000/frame000052-1581624657_950.png,1.00000000
rellis3d/00000/frame000054-1581624658_150,rellis3d,train,train,00000/frame000054-1581624658_150,images/rellis3d/00000/frame000054-1581624658_150.jpg,masks/rellis3d/00000/frame000054-1581624658_150.png,1.00000000
rellis3d/00000/frame000056-1581624658_349,rellis3d,train,train,00000/frame000056-1581624658_349,images/rellis3d/00000/frame000056-1581624658_349.jpg,masks/rellis3d/00000/frame000056-1581624658_349.png,1.00000000
rellis3d/00000/frame000058-1581624658_549,rellis3d,train,train,00000/frame000058-1581624658_549,images/rellis3d/00000/frame000058-1581624658_549.jpg,masks/rellis3d/00000/frame000058-1581624658_549.png,1.00000000
rellis3d/00000/frame000060-1581624658_749,rellis3d,train,train,00000/frame000060-1581624658_749,images/rellis3d/00000/frame000060-1581624658_749.jpg,masks/rellis3d/00000/frame000060-1581624658_749.png,1.00000000
rellis3d/00000/frame000062-1581624658_949,rellis3d,train,train,00000/frame000062-1581624658_949,images/rellis3d/00000/frame000062-1581624658_949.jpg,masks/rellis3d/00000/frame000062-1581624658_949.png,1.00000000
rellis3d/00000/frame000064-1581624659_149,rellis3d,train,train,00000/frame000064-1581624659_149,images/rellis3d/00000/frame000064-1581624659_149.jpg,masks/rellis3d/00000/frame000064-1581624659_149.png,1.00000000
rellis3d/00000/frame000066-1581624659_349,rellis3d,train,train,00000/frame000066-1581624659_349,images/rellis3d/00000/frame000066-1581624659_349.jpg,masks/rellis3d/00000/frame000066-1581624659_349.png,1.00000000
rellis3d/00000/frame000068-1581624659_550,rellis3d,train,train,00000/frame000068-1581624659_550,images/rellis3d/00000/frame000068-1581624659_550.jpg,masks/rellis3d/00000/frame000068-1581624659_550.png,1.00000000
rellis3d/00000/frame000070-1581624659_750,rellis3d,train,train,00000/frame000070-1581624659_750,images/rellis3d/00000/frame000070-1581624659_750.jpg,masks/rellis3d/00000/frame000070-1581624659_750.png,1.00000000
rellis3d/00000/frame000072-1581624659_950,rellis3d,train,train,00000/frame000072-1581624659_950,images/rellis3d/00000/frame000072-1581624659_950.jpg,masks/rellis3d/00000/frame000072-1581624659_950.png,1.00000000
rellis3d/00000/frame000074-1581624660_150,rellis3d,train,train,00000/frame000074-1581624660_150,images/rellis3d/00000/frame000074-1581624660_150.jpg,masks/rellis3d/00000/frame000074-1581624660_150.png,1.00000000
rellis3d/00000/frame000076-1581624660_350,rellis3d,train,train,00000/frame000076-1581624660_350,images/rellis3d/00000/frame000076-1581624660_350.jpg,masks/rellis3d/00000/frame000076-1581624660_350.png,1.00000000
rellis3d/00000/frame000078-1581624660_550,rellis3d,train,train,00000/frame000078-1581624660_550,images/rellis3d/00000/frame000078-1581624660_550.jpg,masks/rellis3d/00000/frame000078-1581624660_550.png,1.00000000
rellis3d/00000/frame000080-1581624660_749,rellis3d,train,train,00000/frame000080-1581624660_749,images/rellis3d/00000/frame000080-1581624660_749.jpg,masks/rellis3d/00000/frame000080-1581624660_749.png,1.00000000
rellis3d/00000/frame000082-1581624660_950,rellis3d,train,train,00000/frame000082-1581624660_950,images/rellis3d/00000/frame000082-1581624660_950.jpg,masks/rellis3d/00000/frame000082-1581624660_950.png,1.00000000
rellis3d/00000/frame000084-1581624661_150,rellis3d,train,train,00000/frame000084-1581624661_150,images/rellis3d/00000/frame000084-1581624661_150.jpg,masks/rellis3d/00000/frame000084-1581624661_150.png,1.00000000
rellis3d/00000/frame000086-1581624661_349,rellis3d,train,train,00000/frame000086-1581624661_349,images/rellis3d/00000/frame000086-1581624661_349.jpg,masks/rellis3d/00000/frame000086-1581624661_349.png,1.00000000
rellis3d/00000/frame000088-1581624661_550,rellis3d,train,train,00000/frame000088-1581624661_550,images/rellis3d/00000/frame000088-1581624661_550.jpg,masks/rellis3d/00000/frame000088-1581624661_550.png,1.00000000
rellis3d/00000/frame000090-1581624661_749,rellis3d,train,train,00000/frame000090-1581624661_749,images/rellis3d/00000/frame000090-1581624661_749.jpg,masks/rellis3d/00000/frame000090-1581624661_749.png,1.00000000
rellis3d/00000/frame000092-1581624661_950,rellis3d,train,train,00000/frame000092-1581624661_950,images/rellis3d/00000/frame000092-1581624661_950.jpg,masks/rellis3d/00000/frame000092-1581624661_950.png,1.00000000
rellis3d/00000/frame000094-1581624662_150,rellis3d,train,train,00000/frame000094-1581624662_150,images/rellis3d/00000/frame000094-1581624662_150.jpg,masks/rellis3d/00000/frame000094-1581624662_150.png,1.00000000
rellis3d/00000/frame000096-1581624662_349,rellis3d,train,train,00000/frame000096-1581624662_349,images/rellis3d/00000/frame000096-1581624662_349.jpg,masks/rellis3d/00000/frame000096-1581624662_349.png,1.00000000
rellis3d/00000/frame000098-1581624662_549,rellis3d,train,train,00000/frame000098-1581624662_549,images/rellis3d/00000/frame000098-1581624662_549.jpg,masks/rellis3d/00000/frame000098-1581624662_549.png,1.00000000
rellis3d/00000/frame000100-1581624662_749,rellis3d,train,train,00000/frame000100-1581624662_749,images/rellis3d/00000/frame000100-1581624662_749.jpg,masks/rellis3d/00000/frame000100-1581624662_749.png,1.00000000
rellis3d/00000/frame000102-1581624662_950,rellis3d,train,train,00000/frame000102-1581624662_950,images/rellis3d/00000/frame000102-1581624662_950.jpg,masks/rellis3d/00000/frame000102-1581624662_950.png,1.00000000
rellis3d/00000/frame000104-1581624663_149,rellis3d,train,train,00000/frame000104-1581624663_149,images/rellis3d/00000/frame000104-1581624663_149.jpg,masks/rellis3d/00000/frame000104-1581624663_149.png,1.00000000
rellis3d/00000/frame000106-1581624663_349,rellis3d,train,train,00000/frame000106-1581624663_349,images/rellis3d/00000/frame000106-1581624663_349.jpg,masks/rellis3d/00000/frame000106-1581624663_349.png,1.00000000
rellis3d/00000/frame000108-1581624663_550,rellis3d,train,train,00000/frame000108-1581624663_550,images/rellis3d/00000/frame000108-1581624663_550.jpg,masks/rellis3d/00000/frame000108-1581624663_550.png,1.00000000
rellis3d/00000/frame000110-1581624663_749,rellis3d,train,train,00000/frame000110-1581624663_749,images/rellis3d/00000/frame000110-1581624663_749.jpg,masks/rellis3d/00000/frame000110-1581624663_749.png,1.00000000
rellis3d/00000/frame000112-1581624663_950,rellis3d,train,train,00000/frame000112-1581624663_950,images/rellis3d/00000/frame000112-1581624663_950.jpg,masks/rellis3d/00000/frame000112-1581624663_950.png,1.00000000
rellis3d/00000/frame000114-1581624664_150,rellis3d,train,train,00000/frame000114-1581624664_150,images/rellis3d/00000/frame000114-1581624664_150.jpg,masks/rellis3d/00000/frame000114-1581624664_150.png,1.00000000
rellis3d/00000/frame000116-1581624664_349,rellis3d,train,train,00000/frame000116-1581624664_349,images/rellis3d/00000/frame000116-1581624664_349.jpg,masks/rellis3d/00000/frame000116-1581624664_349.png,1.00000000
rellis3d/00000/frame000118-1581624664_549,rellis3d,train,train,00000/frame000118-1581624664_549,images/rellis3d/00000/frame000118-1581624664_549.jpg,masks/rellis3d/00000/frame000118-1581624664_549.png,1.00000000
rellis3d/00000/frame000120-1581624664_750,rellis3d,train,train,00000/frame000120-1581624664_750,images/rellis3d/00000/frame000120-1581624664_750.jpg,masks/rellis3d/00000/frame000120-1581624664_750.png,1.00000000
rellis3d/00000/frame000122-1581624664_949,rellis3d,train,train,00000/frame000122-1581624664_949,images/rellis3d/00000/frame000122-1581624664_949.jpg,masks/rellis3d/00000/frame000122-1581624664_949.png,1.00000000
rellis3d/00000/frame000124-1581624665_150,rellis3d,train,train,00000/frame000124-1581624665_150,images/rellis3d/00000/frame000124-1581624665_150.jpg,masks/rellis3d/00000/frame000124-1581624665_150.png,1.00000000
rellis3d/00000/frame000126-1581624665_350,rellis3d,train,train,00000/frame000126-1581624665_350,images/rellis3d/00000/frame000126-1581624665_350.jpg,masks/rellis3d/00000/frame000126-1581624665_350.png,1.00000000
rellis3d/00000/frame000128-1581624665_549,rellis3d,train,train,00000/frame000128-1581624665_549,images/rellis3d/00000/frame000128-1581624665_549.jpg,masks/rellis3d/00000/frame000128-1581624665_549.png,1.00000000
rellis3d/00000/frame000130-1581624665_750,rellis3d,train,train,00000/frame000130-1581624665_750,images/rellis3d/00000/frame000130-1581624665_750.jpg,masks/rellis3d/00000/frame000130-1581624665_750.png,1.00000000
rellis3d/00000/frame000132-1581624665_950,rellis3d,train,train,00000/frame000132-1581624665_950,images/rellis3d/00000/frame000132-1581624665_950.jpg,masks/rellis3d/00000/frame000132-1581624665_950.png,1.00000000
rellis3d/00000/frame000134-1581624666_150,rellis3d,train,train,00000/frame000134-1581624666_150,images/rellis3d/00000/frame000134-1581624666_150.jpg,masks/rellis3d/00000/frame000134-1581624666_150.png,1.00000000
rellis3d/00000/frame000136-1581624666_350,rellis3d,train,train,00000/frame000136-1581624666_350,images/rellis3d/00000/frame000136-1581624666_350.jpg,masks/rellis3d/00000/frame000136-1581624666_350.png,1.00000000
rellis3d/00000/frame000138-1581624666_549,rellis3d,train,train,00000/frame000138-1581624666_549,images/rellis3d/00000/frame000138-1581624666_549.jpg,masks/rellis3d/00000/frame000138-1581624666_549.png,1.00000000
rellis3d/00000/frame000140-1581624666_750,rellis3d,train,train,00000/frame000140-1581624666_750,images/rellis3d/00000/frame000140-1581624666_750.jpg,masks/rellis3d/00000/frame000140-1581624666_750.png,1.00000000
rellis3d/00000/frame000142-1581624666_949,rellis3d,train,train,00000/frame000142-1581624666_949,images/rellis3d/00000/frame000142-1581624666_949.jpg,masks/rellis3d/00000/frame000142-1581624666_949.png,1.00000000
rellis3d/00000/frame000144-1581624667_150,rellis3d,train,train,00000/frame000144-1581624667_150,images/rellis3d/00000/frame000144-1581624667_150.jpg,masks/rellis3d/00000/frame000144-1581624667_150.png,1.00000000
rellis3d/00000/frame000146-1581624667_349,rellis3d,train,train,00000/frame000146-1581624667_349,images/rellis3d/00000/frame000146-1581624667_349.jpg,masks/rellis3d/00000/frame000146-1581624667_349.png,1.00000000
rellis3d/00000/frame000148-1581624667_550,rellis3d,train,train,00000/frame000148-1581624667_550,images/rellis3d/00000/frame000148-1581624667_550.jpg,masks/rellis3d/00000/frame000148-1581624667_550.png,1.00000000
rellis3d/00000/frame000150-1581624667_749,rellis3d,train,train,00000/frame000150-1581624667_749,images/rellis3d/00000/frame000150-1581624667_749.jpg,masks/rellis3d/00000/frame000150-1581624667_749.png,1.00000000
rellis3d/00000/frame000152-1581624667_949,rellis3d,train,train,00000/frame000152-1581624667_949,images/rellis3d/00000/frame000152-1581624667_949.jpg,masks/rellis3d/00000/frame000152-1581624667_949.png,1.00000000
rellis3d/00000/frame000154-1581624668_149,rellis3d,train,train,00000/frame000154-1581624668_149,images/rellis3d/00000/frame000154-1581624668_149.jpg,masks/rellis3d/00000/frame000154-1581624668_149.png,1.00000000
rellis3d/00000/frame000156-1581624668_350,rellis3d,train,train,00000/frame000156-1581624668_350,images/rellis3d/00000/frame000156-1581624668_350.jpg,masks/rellis3d/00000/frame000156-1581624668_350.png,1.00000000
rellis3d/00000/frame000158-1581624668_549,rellis3d,train,train,00000/frame000158-1581624668_549,images/rellis3d/00000/frame000158-1581624668_549.jpg,masks/rellis3d/00000/frame000158-1581624668_549.png,1.00000000
rellis3d/00000/frame000160-1581624668_749,rellis3d,train,train,00000/frame000160-1581624668_749,images/rellis3d/00000/frame000160-1581624668_749.jpg,masks/rellis3d/00000/frame000160-1581624668_749.png,1.00000000
rellis3d/00000/frame000162-1581624668_949,rellis3d,train,train,00000/frame000162-1581624668_949,images/rellis3d/00000/frame000162-1581624668_949.jpg,masks/rellis3d/00000/frame000162-1581624668_949.png,1.00000000
rellis3d/00000/frame000164-1581624669_149,rellis3d,train,train,00000/frame000164-1581624669_149,images/rellis3d/00000/frame000164-1581624669_149.jpg,masks/rellis3d/00000/frame000164-1581624669_149.png,1.00000000
rellis3d/00000/frame000166-1581624669_349,rellis3d,train,train,00000/frame000166-1581624669_349,images/rellis3d/00000/frame000166-1581624669_349.jpg,masks/rellis3d/00000/frame000166-1581624669_349.png,1.00000000
rellis3d/00000/frame000168-1581624669_549,rellis3d,train,train,00000/frame000168-1581624669_549,images/rellis3d/00000/frame000168-1581624669_549.jpg,masks/rellis3d/00000/frame000168-1581624669_549.png,1.00000000
rellis3d/00000/frame000170-1581624669_750,rellis3d,train,train,00000/frame000170-1581624669_750,images/rellis3d/00000/frame000170-1581624669_750.jpg,masks/rellis3d/00000/frame000170-1581624669_750.png,1.00000000
rellis3d/00000/frame000172-1581624669_949,rellis3d,train,train,00000/frame000172-1581624669_949,images/rellis3d/00000/frame000172-1581624669_949.jpg,masks/rellis3d/00000/frame000172-1581624669_949.png,1.00000000
rellis3d/00000/frame000174-1581624670_149,rellis3d,train,train,00000/frame000174-1581624670_149,images/rellis3d/00000/frame000174-1581624670_149.jpg,masks/rellis3d/00000/frame000174-1581624670_149.png,1.00000000
rellis3d/00000/frame000176-1581624670_349,rellis3d,train,train,00000/frame000176-1581624670_349,images/rellis3d/00000/frame000176-1581624670_349.jpg,masks/rellis3d/00000/frame000176-1581624670_349.png,1.00000000
rellis3d/00000/frame000178-1581624670_550,rellis3d,train,train,00000/frame000178-1581624670_550,images/rellis3d/00000/frame000178-1581624670_550.jpg,masks/rellis3d/00000/frame000178-1581624670_550.png,1.00000000
rellis3d/00000/frame000180-1581624670_749,rellis3d,train,train,00000/frame000180-1581624670_749,images/rellis3d/00000/frame000180-1581624670_749.jpg,masks/rellis3d/00000/frame000180-1581624670_749.png,1.00000000
rellis3d/00000/frame000182-1581624670_949,rellis3d,train,train,00000/frame000182-1581624670_949,images/rellis3d/00000/frame000182-1581624670_949.jpg,masks/rellis3d/00000/frame000182-1581624670_949.png,1.00000000
rellis3d/00000/frame000184-1581624671_149,rellis3d,train,train,00000/frame000184-1581624671_149,images/rellis3d/00000/frame000184-1581624671_149.jpg,masks/rellis3d/00000/frame000184-1581624671_149.png,1.00000000
rellis3d/00000/frame000186-1581624671_350,rellis3d,train,train,00000/frame000186-1581624671_350,images/rellis3d/00000/frame000186-1581624671_350.jpg,masks/rellis3d/00000/frame000186-1581624671_350.png,1.00000000
rellis3d/00000/frame000188-1581624671_550,rellis3d,train,train,00000/frame000188-1581624671_550,images/rellis3d/00000/frame000188-1581624671_550.jpg,masks/rellis3d/00000/frame000188-1581624671_550.png,1.00000000
rellis3d/00000/frame000190-1581624671_750,rellis3d,train,train,00000/frame000190-1581624671_750,images/rellis3d/00000/frame000190-1581624671_750.jpg,masks/rellis3d/00000/frame000190-1581624671_750.png,1.00000000
rellis3d/00000/frame000192-1581624671_949,rellis3d,train,train,00000/frame000192-1581624671_949,images/rellis3d/00000/frame000192-1581624671_949.jpg,masks/rellis3d/00000/frame000192-1581624671_949.png,1.00000000
rellis3d/00000/frame000194-1581624672_149,rellis3d,train,train,00000/frame000194-1581624672_149,images/rellis3d/00000/frame000194-1581624672_149.jpg,masks/rellis3d/00000/frame000194-1581624672_149.png,1.00000000
rellis3d/00000/frame000196-1581624672_350,rellis3d,train,train,00000/frame000196-1581624672_350,images/rellis3d/00000/frame000196-1581624672_350.jpg,masks/rellis3d/00000/frame000196-1581624672_350.png,1.00000000
rellis3d/00000/frame000198-1581624672_550,rellis3d,train,train,00000/frame000198-1581624672_550,images/rellis3d/00000/frame000198-1581624672_550.jpg,masks/rellis3d/00000/frame000198-1581624672_550.png,1.00000000
rellis3d/00000/frame000200-1581624672_750,rellis3d,train,train,00000/frame000200-1581624672_750,images/rellis3d/00000/frame000200-1581624672_750.jpg,masks/rellis3d/00000/frame000200-1581624672_750.png,1.00000000
rellis3d/00000/frame000202-1581624672_950,rellis3d,train,train,00000/frame000202-1581624672_950,images/rellis3d/00000/frame000202-1581624672_950.jpg,masks/rellis3d/00000/frame000202-1581624672_950.png,1.00000000
rellis3d/00000/frame000204-1581624673_149,rellis3d,train,train,00000/frame000204-1581624673_149,images/rellis3d/00000/frame000204-1581624673_149.jpg,masks/rellis3d/00000/frame000204-1581624673_149.png,1.00000000
rellis3d/00000/frame000206-1581624673_349,rellis3d,train,train,00000/frame000206-1581624673_349,images/rellis3d/00000/frame000206-1581624673_349.jpg,masks/rellis3d/00000/frame000206-1581624673_349.png,1.00000000
rellis3d/00000/frame000208-1581624673_550,rellis3d,train,train,00000/frame000208-1581624673_550,images/rellis3d/00000/frame000208-1581624673_550.jpg,masks/rellis3d/00000/frame000208-1581624673_550.png,1.00000000
rellis3d/00000/frame000210-1581624673_750,rellis3d,train,train,00000/frame000210-1581624673_750,images/rellis3d/00000/frame000210-1581624673_750.jpg,masks/rellis3d/00000/frame000210-1581624673_750.png,1.00000000
rellis3d/00000/frame000212-1581624673_950,rellis3d,train,train,00000/frame000212-1581624673_950,images/rellis3d/00000/frame000212-1581624673_950.jpg,masks/rellis3d/00000/frame000212-1581624673_950.png,1.00000000
rellis3d/00000/frame000214-1581624674_150,rellis3d,train,train,00000/frame000214-1581624674_150,images/rellis3d/00000/frame000214-1581624674_150.jpg,masks/rellis3d/00000/frame000214-1581624674_150.png,1.00000000
rellis3d/00000/frame000216-1581624674_350,rellis3d,train,train,00000/frame000216-1581624674_350,images/rellis3d/00000/frame000216-1581624674_350.jpg,masks/rellis3d/00000/frame000216-1581624674_350.png,1.00000000
rellis3d/00000/frame000218-1581624674_550,rellis3d,train,train,00000/frame000218-1581624674_550,images/rellis3d/00000/frame000218-1581624674_550.jpg,masks/rellis3d/00000/frame000218-1581624674_550.png,1.00000000
rellis3d/00000/frame000220-1581624674_749,rellis3d,train,train,00000/frame000220-1581624674_749,images/rellis3d/00000/frame000220-1581624674_749.jpg,masks/rellis3d/00000/frame000220-1581624674_749.png,1.00000000
rellis3d/00000/frame000222-1581624674_950,rellis3d,train,train,00000/frame000222-1581624674_950,images/rellis3d/00000/frame000222-1581624674_950.jpg,masks/rellis3d/00000/frame000222-1581624674_950.png,1.00000000
rellis3d/00000/frame000224-1581624675_150,rellis3d,train,train,00000/frame000224-1581624675_150,images/rellis3d/00000/frame000224-1581624675_150.jpg,masks/rellis3d/00000/frame000224-1581624675_150.png,1.00000000
rellis3d/00000/frame000226-1581624675_349,rellis3d,train,train,00000/frame000226-1581624675_349,images/rellis3d/00000/frame000226-1581624675_349.jpg,masks/rellis3d/00000/frame000226-1581624675_349.png,1.00000000
rellis3d/00000/frame000228-1581624675_549,rellis3d,train,train,00000/frame000228-1581624675_549,images/rellis3d/00000/frame000228-1581624675_549.jpg,masks/rellis3d/00000/frame000228-1581624675_549.png,1.00000000
rellis3d/00000/frame000230-1581624675_750,rellis3d,train,train,00000/frame000230-1581624675_750,images/rellis3d/00000/frame000230-1581624675_750.jpg,masks/rellis3d/00000/frame000230-1581624675_750.png,1.00000000
rellis3d/00000/frame000232-1581624675_950,rellis3d,train,train,00000/frame000232-1581624675_950,images/rellis3d/00000/frame000232-1581624675_950.jpg,masks/rellis3d/00000/frame000232-1581624675_950.png,1.00000000
rellis3d/00000/frame000234-1581624676_149,rellis3d,train,train,00000/frame000234-1581624676_149,images/rellis3d/00000/frame000234-1581624676_149.jpg,masks/rellis3d/00000/frame000234-1581624676_149.png,1.00000000
rellis3d/00000/frame000236-1581624676_349,rellis3d,train,train,00000/frame000236-1581624676_349,images/rellis3d/00000/frame000236-1581624676_349.jpg,masks/rellis3d/00000/frame000236-1581624676_349.png,1.00000000
rellis3d/00000/frame000238-1581624676_549,rellis3d,train,train,00000/frame000238-1581624676_549,images/rellis3d/00000/frame000238-1581624676_549.jpg,masks/rellis3d/00000/frame000238-1581624676_549.png,1.00000000
rellis3d/00000/frame000240-1581624676_749,rellis3d,train,train,00000/frame000240-1581624676_749,images/rellis3d/00000/frame000240-1581624676_749.jpg,masks/rellis3d/00000/frame000240-1581624676_749.png,1.00000000
rellis3d/00000/frame000242-1581624676_949,rellis3d,train,train,00000/frame000242-1581624676_949,images/rellis3d/00000/frame000242-1581624676_949.jpg,masks/rellis3d/00000/frame000242-1581624676_949.png,1.00000000
rellis3d/00000/frame000244-1581624677_150,rellis3d,train,train,00000/frame000244-1581624677_150,images/rellis3d/00000/frame000244-1581624677_150.jpg,masks/rellis3d/00000/frame000244-1581624677_150.png,1.00000000
rellis3d/00000/frame000246-1581624677_349,rellis3d,train,train,00000/frame000246-1581624677_349,images/rellis3d/00000/frame000246-1581624677_349.jpg,masks/rellis3d/00000/frame000246-1581624677_349.png,1.00000000
rellis3d/00000/frame000248-1581624677_550,rellis3d,train,train,00000/frame000248-1581624677_550,images/rellis3d/00000/frame000248-1581624677_550.jpg,masks/rellis3d/00000/frame000248-1581624677_550.png,1.00000000
rellis3d/00000/frame000250-1581624677_749,rellis3d,train,train,00000/frame000250-1581624677_749,images/rellis3d/00000/frame000250-1581624677_749.jpg,masks/rellis3d/00000/frame000250-1581624677_749.png,1.00000000
rellis3d/00000/frame000252-1581624677_950,rellis3d,train,train,00000/frame000252-1581624677_950,images/rellis3d/00000/frame000252-1581624677_950.jpg,masks/rellis3d/00000/frame000252-1581624677_950.png,1.00000000
rellis3d/00000/frame000254-1581624678_150,rellis3d,train,train,00000/frame000254-1581624678_150,images/rellis3d/00000/frame000254-1581624678_150.jpg,masks/rellis3d/00000/frame000254-1581624678_150.png,1.00000000
rellis3d/00000/frame000256-1581624678_349,rellis3d,train,train,00000/frame000256-1581624678_349,images/rellis3d/00000/frame000256-1581624678_349.jpg,masks/rellis3d/00000/frame000256-1581624678_349.png,1.00000000
rellis3d/00000/frame000258-1581624678_550,rellis3d,train,train,00000/frame000258-1581624678_550,images/rellis3d/00000/frame000258-1581624678_550.jpg,masks/rellis3d/00000/frame000258-1581624678_550.png,1.00000000
rellis3d/00000/frame000260-1581624678_750,rellis3d,train,train,00000/frame000260-1581624678_750,images/rellis3d/00000/frame000260-1581624678_750.jpg,masks/rellis3d/00000/frame000260-1581624678_750.png,1.00000000
rellis3d/00000/frame000262-1581624678_949,rellis3d,train,train,00000/frame000262-1581624678_949,images/rellis3d/00000/frame000262-1581624678_949.jpg,masks/rellis3d/00000/frame000262-1581624678_949.png,1.00000000
