sample_id,status,details
creek_01136,ok,
creek_01141,ok,
creek_01146,ok,
creek_01151,ok,
creek_01156,ok,
creek_01161,ok,
creek_01166,ok,
creek_01171,ok,
creek_01176,ok,
creek_01181,ok,
creek_01186,ok,
creek_01191,ok,
creek_01196,ok,
creek_01201,ok,
creek_01206,ok,
creek_01211,ok,
creek_01216,ok,
creek_01221,ok,
creek_01226,ok,
creek_01231,ok,
creek_01236,ok,
creek_01241,ok,
creek_01246,ok,
creek_01251,ok,
creek_01256,ok,
creek_01261,ok,
creek_01266,ok,
creek_01271,ok,
creek_01276,ok,
creek_01281,ok,
creek_01286,ok,
creek_01291,ok,
creek_01296,ok,
creek_01301,ok,
creek_01306,ok,
creek_01311,ok,
creek_01316,ok,
creek_01321,ok,
creek_01326,ok,
creek_01331,ok,
creek_01336,ok,
creek_01341,ok,
creek_01346,ok,
creek_01351,ok,
creek_01356,ok,
creek_01361,ok,
creek_01366,ok,
creek_01371,ok,
creek_01376,ok,
creek_01381,ok,
creek_01386,ok,
creek_01391,ok,
creek_01396,ok,
creek_01401,ok,
creek_01406,ok,
creek_01411,ok,
creek_01416,ok,
creek_01421,ok,
creek_01426,ok,
creek_01431,ok,
creek_01436,ok,
creek_01441,ok,
creek_01446,ok,
creek_01451,ok,
creek_01456,ok,
creek_01461,ok,
creek_01466,ok,
creek_01471,ok,
creek_01476,ok,
creek_01481,ok,
creek_01486,ok,
creek_01491,ok,
creek_01496,ok,
creek_01501,ok,
creek_01506,ok,
creek_01511,ok,
creek_01516,ok,
creek_01521,ok,
creek_01526,ok,
creek_01531,ok,
creek_01536,ok,
creek_01541,ok,
creek_01546,ok,
creek_01551,ok,
creek_01556,ok,
creek_01561,ok,
creek_01566,ok,
creek_01571,ok,
creek_01576,ok,
creek_01581,ok,
creek_01586,ok,
creek_01591,ok,
creek_01596,ok,
creek_01601,ok,
creek_01606,ok,
creek_01611,ok,
creek_01616,ok,
creek_01621,ok,
creek_01626,ok,
creek_01631,ok,
creek_01636,ok,
creek_01641,ok,
creek_01646,ok,
creek_01651,ok,
creek_01656,ok,
creek_01661,ok,
creek_01666,ok,
creek_01671,ok,
creek_01676,ok,
creek_01681,ok,
creek_01686,ok,
creek_01691,ok,
creek_01696,ok,
creek_01701,ok,
creek_01706,ok,
creek_01711,ok,
creek_01716,ok,
creek_01721,ok,
creek_01726,ok,
creek_01731,ok,
creek_01736,ok,
creek_01741,ok,
creek_01746,ok,
creek_01751,ok,
creek_01756,ok,
creek_01761,ok,
creek_01766,ok,
creek_01771,ok,
creek_01776,ok,
creek_01781,ok,
creek_01786,ok,
creek_01791,ok,
creek_01796,ok,
creek_01801,ok,
creek_01806,ok,
creek_01811,ok,
creek_01816,ok,
creek_01821,ok,
creek_01826,ok,
creek_01831,ok,
creek_01836,ok,
creek_01841,ok,
creek_01846,ok,
creek_01851,ok,
creek_01856,ok,
creek_01861,ok,
creek_01866,ok,
creek_01871,ok,
creek_01876,ok,
creek_01881,ok,
creek_01886,ok,
creek_01891,ok,
creek_01896,ok,
creek_01901,ok,
creek_01906,ok,
creek_01911,ok,
creek_01916,ok,
creek_01921,ok,
creek_01926,ok,
creek_01931,ok,
creek_01936,ok,
creek_01941,ok,
creek_01946,ok,
creek_01951,ok,
creek_01956,ok,
creek_01961,ok,
creek_01966,ok,
creek_01971,ok,
creek_01976,ok,
creek_01981,ok,
creek_01986,ok,
creek_01991,ok,
creek_01996,ok,
creek_02001,ok,
creek_02006,ok,
creek_02011,ok,
creek_02016,ok,
creek_02021,ok,
creek_02026,ok,
creek_02031,ok,
creek_02036,ok,
creek_02041,ok,
creek_02046,ok,
creek_02051,ok,
creek_02056,ok,
creek_02061,ok,
creek_02066,ok,
creek_02071,ok,
creek_02076,ok,
creek_02081,ok,
creek_02086,ok,
creek_02091,ok,
creek_02096,ok,
creek_02101,ok,
creek_02106,ok,
creek_02111,ok,
creek_02116,ok,
creek_02121,ok,
creek_02126,ok,
creek_02131,ok,
creek_02136,ok,
creek_02141,ok,
creek_02146,ok,
creek_02151,ok,
creek_02156,ok,
creek_02161,ok,
creek_02166,ok,
creek_02171,ok,
creek_02176,ok,
creek_02181,ok,
creek_02186,ok,
creek_02191,ok,
creek_02196,ok,
creek_02201,ok,
creek_02206,ok,
creek_02211,ok,
creek_02216,ok,
creek_02221,ok,
creek_02226,ok,
creek_02231,ok,
creek_02236,ok,
creek_02241,ok,
creek_02246,ok,
creek_02251,ok,
creek_02256,ok,
creek_02261,ok,
creek_02266,ok,
creek_02271,ok,
creek_02276,ok,
creek_02281,ok,
creek_02286,ok,
creek_02291,ok,
creek_02296,ok,
creek_02301,ok,
creek_02306,ok,
creek_02311,ok,
creek_02316,ok,
creek_02321,ok,
creek_02326,ok,
creek_02331,ok,
creek_02336,ok,
creek_02341,ok,
creek_02346,ok,
creek_02351,ok,
creek_02356,ok,
creek_02361,ok,
creek_02366,ok,
creek_02371,ok,
creek_02376,ok,
creek_02381,ok,
creek_02386,ok,
creek_02391,ok,
creek_02396,ok,
creek_02401,ok,
creek_02406,ok,
creek_02411,ok,
creek_02416,ok,
creek_02421,ok,
creek_02426,ok,
creek_02431,ok,
creek_02436,ok,
creek_02441,ok,
creek_02446,ok,
creek_02451,ok,
creek_02456,ok,
creek_02461,ok,
creek_02466,ok,
creek_02471,ok,
creek_02476,ok,
creek_02481,ok,
creek_02486,ok,
creek_02491,ok,
creek_02496,ok,
creek_02501,ok,
creek_02506,ok,
creek_02511,ok,
creek_02516,ok,
creek_02521,ok,
creek_02526,ok,
creek_02531,ok,
creek_02536,ok,
creek_02541,ok,
creek_02546,ok,
creek_02551,ok,
creek_02556,ok,
creek_02561,ok,
creek_02566,ok,
creek_02571,ok,
creek_02576,ok,
creek_02581,ok,
creek_02586,ok,
creek_02591,ok,
creek_02596,ok,
creek_02601,ok,
creek_02606,ok,
creek_02611,ok,
creek_02616,ok,
creek_02621,ok,
creek_02626,ok,
creek_02631,ok,
creek_02636,ok,
creek_02641,ok,
creek_02646,ok,
creek_02651,ok,
creek_02656,ok,
creek_02661,ok,
creek_02666,ok,
creek_02671,ok,
creek_02676,ok,
creek_02681,ok,
creek_02686,ok,
creek_02691,ok,
creek_02696,ok,
creek_02701,ok,
creek_02706,ok,
creek_02711,ok,
creek_02716,ok,
creek_02721,ok,
creek_02726,ok,
creek_02731,ok,
creek_02736,ok,
creek_02741,ok,
creek_02746,ok,
creek_02751,ok,
creek_02756,ok,
creek_02761,ok,
creek_02766,ok,
creek_02771,ok,
creek_02776,ok,
creek_02781,ok,
creek_02786,ok,
creek_02791,ok,
creek_02796,ok,
creek_02801,ok,
creek_02806,ok,
creek_02811,ok,
creek_02816,ok,
creek_02821,ok,
creek_02826,ok,
creek_02831,ok,
creek_02836,ok,
creek_02841,ok,
creek_02846,ok,
creek_02851,ok,
creek_02856,ok,
creek_02861,ok,
creek_02866,ok,
creek_02871,ok,
creek_02876,ok,
creek_02881,ok,
creek_02886,ok,
creek_02891,ok,
creek_02896,ok,
creek_02901,ok,
creek_02906,ok,
creek_02911,ok,
creek_02916,ok,
creek_02921,ok,
creek_02926,ok,
creek_02931,ok,
creek_02936,ok,
creek_02941,ok,
creek_02946,ok,
creek_02951,ok,
creek_02956,ok,
creek_02961,ok,
creek_02966,ok,
creek_02971,ok,
creek_02976,ok,
creek_02981,ok,
creek_02986,ok,
creek_02991,ok,
creek_02996,ok,
creek_03001,ok,
creek_03006,ok,
creek_03011,ok,
creek_03016,ok,
creek_03021,ok,
creek_03026,ok,
creek_03031,ok,
creek_03036,ok,
creek_03041,ok,
creek_03046,ok,
creek_03051,ok,
creek_03056,ok,
creek_03061,ok,
creek_03066,ok,
creek_03071,ok,
creek_03076,ok,
creek_03081,ok,
creek_03086,ok,
creek_03091,ok,
creek_03096,ok,
creek_03101,ok,
creek_03106,ok,
creek_03111,ok,
creek_03116,ok,
creek_03121,ok,
creek_03126,ok,
creek_03131,ok,
creek_03136,ok,
creek_03141,ok,
creek_03146,ok,
creek_03151,ok,
creek_03156,ok,
creek_03161,ok,
creek_03166,ok,
creek_03171,ok,
creek_03176,ok,
creek_03181,ok,
creek_03186,ok,
creek_03191,ok,
creek_03196,ok,
creek_03201,ok,
creek_03206,ok,
creek_03211,ok,
creek_03216,ok,
creek_03221,ok,
creek_03226,ok,
creek_03231,ok,
creek_03236,ok,
creek_03241,ok,
creek_03246,ok,
creek_03251,ok,
creek_03256,ok,
creek_03261,ok,
creek_03266,ok,
creek_03271,ok,
creek_03276,ok,
creek_03281,ok,
creek_03286,ok,
creek_03291,ok,
creek_03296,ok,
creek_03301,ok,
creek_03306,ok,
creek_03311,ok,
creek_03316,ok,
creek_03321,ok,
creek_03326,ok,
creek_03331,ok,
creek_03336,ok,
creek_03341,ok,
creek_03346,ok,
creek_03351,ok,
creek_03356,ok,
creek_03361,ok,
creek_03366,ok,
creek_03371,ok,
creek_03376,ok,
creek_03381,ok,
creek_03386,ok,
creek_03391,ok,
creek_03396,ok,
creek_03401,ok,
creek_03406,ok,
creek_03411,ok,
creek_03416,ok,
creek_03421,ok,
creek_03426,ok,
creek_03431,ok,
creek_03436,ok,
creek_03441,ok,
creek_03446,ok,
creek_03451,ok,
creek_03456,ok,
creek_03461,ok,
creek_03466,ok,
creek_03471,ok,
creek_03476,ok,
creek_03481,ok,
creek_03486,ok,
creek_03491,ok,
creek_03496,ok,
creek_03501,ok,
creek_03506,ok,
creek_03511,ok,
creek_03516,ok,
creek_03521,ok,
creek_03526,ok,
creek_03531,ok,
creek_03536,ok,
creek_03541,ok,
creek_03546,ok,
creek_03551,ok,
creek_03556,ok,
creek_03561,ok,
creek_03566,ok,
creek_03571,ok,
creek_03576,ok,
creek_03581,ok,
creek_03586,ok,
creek_03591,ok,
creek_03596,ok,
creek_03601,ok,
creek_03606,ok,
creek_03611,ok,
creek_03616,ok,
creek_03621,ok,
creek_03626,ok,
creek_03631,ok,
creek_03636,ok,
creek_03641,ok,
creek_03646,ok,
creek_03651,ok,
creek_03656,ok,
creek_03661,ok,
creek_03666,ok,
creek_03671,ok,
creek_03676,ok,
creek_03681,ok,
creek_03686,ok,
creek_03691,ok,
creek_03696,ok,
creek_03701,ok,
creek_03706,ok,
creek_03711,ok,
creek_03716,ok,
creek_03721,ok,
creek_03726,ok,
creek_03731,ok,
creek_03736,ok,
creek_03741,ok,
creek_03746,ok,
creek_03751,ok,
creek_03756,ok,
creek_03761,ok,
creek_03766,ok,
creek_03771,ok,
creek_03776,ok,
creek_03781,ok,
creek_03786,ok,
creek_03791,ok,
creek_03796,ok,
creek_03801,ok,
creek_03806,ok,
creek_03811,ok,
creek_03816,ok,
creek_03821,ok,
creek_03826,ok,
creek_03831,ok,
creek_03836,ok,
creek_03841,ok,
creek_03846,ok,
creek_03851,ok,
creek_03856,ok,
creek_03861,ok,
creek_03866,ok,
creek_03871,ok,
creek_03876,ok,
creek_03881,ok,
creek_03886,ok,
creek_03891,ok,
creek_03896,ok,
creek_03901,ok,
creek_03906,ok,
creek_03911,ok,
creek_03916,ok,
creek_03921,ok,
creek_03926,ok,
creek_03931,ok,
creek_03936,ok,
creek_03941,ok,
creek_03946,ok,
creek_03951,ok,
creek_03956,ok,
creek_03961,ok,
creek_03966,ok,
creek_03971,ok,
creek_03976,ok,
creek_03981,ok,
creek_03986,ok,
creek_03991,ok,
creek_03996,ok,
creek_04001,ok,
creek_04006,ok,
creek_04011,ok,
creek_04016,ok,
creek_04021,ok,
creek_04026,ok,
creek_04031,ok,
creek_04036,ok,
creek_04041,ok,
creek_04046,ok,
creek_04051,ok,
creek_04056,ok,
creek_04061,ok,
creek_04066,ok,
creek_04071,ok,
creek_04076,ok,
creek_04081,ok,
creek_04086,ok,
creek_04091,ok,
creek_04096,ok,
creek_04101,ok,
creek_04106,ok,
creek_04111,ok,
creek_04116,ok,
creek_04121,ok,
creek_04126,ok,
creek_04131,ok,
creek_04136,ok,
creek_04141,ok,
creek_04146,ok,
creek_04151,ok,
creek_04156,ok,
creek_04161,ok,
creek_04166,ok,
creek_04171,ok,
creek_04176,ok,
park-1_00001,ok,
park-1_00006,ok,
park-1_00011,ok,
park-1_00016,ok,
park-1_00021,ok,
park-1_00026,ok,
park-1_00031,ok,
park-1_00036,ok,
park-1_00041,ok,
park-1_00046,ok,
park-1_00051,ok,
park-1_00056,ok,
park-1_00061,ok,
park-1_00066,ok,
park-1_00071,ok,
park-1_00076,ok,
park-1_00081,ok,
park-1_00086,ok,
park-1_00091,ok,
park-1_00096,ok,
park-1_00101,ok,
park-1_00106,ok,
park-1_00111,ok,
park-1_00116,ok,
park-1_00121,ok,
park-1_00126,ok,
park-1_00131,ok,
park-1_00136,ok,
park-1_00141,ok,
park-1_00146,ok,
park-1_00151,ok,
park-1_00156,ok,
park-1_00161,ok,
park-1_00166,ok,
park-1_00171,ok,
park-1_00176,ok,
park-1_00181,ok,
park-1_00186,ok,
park-1_00191,ok,
park-1_00196,ok,
park-1_00201,ok,
park-1_00206,ok,
park-1_00211,ok,
park-1_00216,ok,
park-1_00221,ok,
park-1_00226,ok,
park-1_00231,ok,
park-1_00236,ok,
park-1_00241,ok,
park-1_00246,ok,
park-1_00251,ok,
park-1_00256,ok,
park-1_00261,ok,
park-1_00266,ok,
park-1_00271,ok,
park-1_00276,ok,
park-1_00281,ok,
park-1_00286,ok,
park-1_00291,ok,
park-1_00296,ok,
park-1_00301,ok,
park-1_00306,ok,
park-1_00311,ok,
park-1_00316,ok,
park-1_00321,ok,
park-1_00326,ok,
park-1_00331,ok,
park-1_00336,ok,
park-1_00341,ok,
park-1_00346,ok,
park-1_00351,ok,
park-1_00356,ok,
park-1_00361,ok,
park-1_00366,ok,
park-1_00371,ok,
park-1_00376,ok,
park-1_00381,ok,
park-1_00386,ok,
park-1_00391,ok,
park-1_00396,ok,
park-1_00401,ok,
park-1_00406,ok,
park-1_00411,ok,
park-1_00416,ok,
park-1_00421,ok,
park-1_00426,ok,
park-1_00431,ok,
park-1_00436,ok,
park-1_00441,ok,
park-1_00446,ok,
park-1_00451,ok,
park-1_00456,ok,
park-1_00461,ok,
park-1_00466,ok,
park-1_00471,ok,
park-1_00476,ok,
park-1_00481,ok,
park-1_00486,ok,
park-1_00491,ok,
park-1_00496,ok,
park-1_00501,ok,
park-1_00506,ok,
park-1_00511,ok,
park-1_00516,ok,
park-1_00521,ok,
park-1_00526,ok,
park-1_00531,ok,
park-1_00536,ok,
park-1_00541,ok,
park-1_00546,ok,
park-1_00551,ok,
park-1_00556,ok,
park-1_00561,ok,
park-1_00566,ok,
park-1_00571,ok,
park-1_00576,ok,
park-1_00581,ok,
park-1_00586,ok,
park-1_00591,ok,
park-1_00596,ok,
park-1_00601,ok,
park-1_00606,ok,
park-1_00611,ok,
park-1_00616,ok,
park-1_00621,ok,
park-1_00626,ok,
park-1_00631,ok,
park-1_00636,ok,
park-1_00641,ok,
park-1_00646,ok,
park-1_00651,ok,
park-1_00656,ok,
park-1_00661,ok,
park-1_00666,ok,
park-1_00671,ok,
park-1_00676,ok,
park-1_00681,ok,
park-1_00686,ok,
park-1_00691,ok,
park-1_00696,ok,
park-1_00701,ok,
park-1_00706,ok,
park-1_00711,ok,
park-1_00716,ok,
park-1_00721,ok,
park-1_00726,ok,
park-1_00731,ok,
park-1_00736,ok,
park-1_00741,ok,
park-1_00746,ok,
park-1_00751,ok,
park-1_00756,ok,
park-1_00761,ok,
park-1_00766,ok,
park-1_00771,ok,
park-1_00776,ok,
park-1_00781,ok,
park-1_00786,ok,
park-1_00791,ok,
park-1_00796,ok,
park-1_00801,ok,
park-1_00806,ok,
park-1_00811,ok,
park-1_00816,ok,
park-1_00821,ok,
park-1_00826,ok,
park-1_00831,ok,
park-1_00836,ok,
park-1_00841,ok,
park-1_00846,ok,
park-1_00851,ok,
park-1_00856,ok,
park-1_00861,ok,
park-1_00866,ok,
park-1_00871,ok,
park-1_00876,ok,
park-1_00881,ok,
park-1_00886,ok,
park-1_00891,ok,
park-1_00896,ok,
park-1_00901,ok,
park-1_00906,ok,
park-1_00911,ok,
park-1_00916,ok,
park-1_00921,ok,
park-1_00926,ok,
park-1_00931,ok,
park-1_00936,ok,
park-1_00941,ok,
park-1_00946,ok,
park-1_00951,ok,
park-1_00956,ok,
park-1_00961,ok,
park-1_00966,ok,
park-1_00971,ok,
park-1_00976,ok,
park-1_00981,ok,
park-1_00986,ok,
park-1_00991,ok,
park-1_00996,ok,
park-1_01001,ok,
park-1_01006,ok,
park-1_01011,ok,
park-1_01016,ok,
park-1_01021,ok,
park-1_01026,ok,
park-1_01031,ok,
park-1_01036,ok,
park-1_01041,ok,
park-1_01046,ok,
park-1_01051,ok,
park-1_01056,ok,
park-1_01061,ok,
park-1_01066,ok,
park-1_01071,ok,
park-1_01076,ok,
park-1_01081,ok,
park-1_01086,ok,
park-1_01091,ok,
park-1_01096,ok,
park-1_01101,ok,
park-1_01106,ok,
park-1_01111,ok,
park-1_01116,ok,
park-1_01121,ok,
park-1_01126,ok,
park-1_01131,ok,
park-1_01136,ok,
park-1_01141,ok,
park-1_01146,ok,
park-1_01151,ok,
park-1_01156,ok,
park-1_01161,ok,
park-1_01166,ok,
park-1_01171,ok,
park-1_01176,ok,
park-1_01181,ok,
park-1_01186,ok,
park-1_01191,ok,
park-1_01196,ok,
park-1_01201,ok,
park-1_01206,ok,
park-1_01211,ok,
park-1_01216,ok,
park-1_01221,ok,
park-1_01226,ok,
park-1_01231,ok,
park-1_01236,ok,
park-1_01241,ok,
park-1_01246,ok,
park-1_01251,ok,
park-1_01256,ok,
park-1_01261,ok,
park-1_01266,ok,
park-1_01271,ok,
park-1_01276,ok,
park-1_01281,ok,
park-1_01286,ok,
park-1_01291,ok,
park-1_01296,ok,
park-1_01301,ok,
park-1_01306,ok,
park-1_01311,ok,
park-1_01316,ok,
park-1_01321,ok,
park-1_01326,ok,
park-1_01331,ok,
park-1_01336,ok,
park-1_01341,ok,
park-1_01346,ok,
park-1_01351,ok,
park-1_01356,ok,
park-1_01361,ok,
park-1_01366,ok,
park-1_01371,ok,
park-1_01376,ok,
park-1_01381,ok,
park-1_01386,ok,
park-1_01391,ok,
park-1_01396,ok,
park-1_01401,ok,
park-1_01406,ok,
park-1_01411,ok,
park-1_01416,ok,
park-1_01421,ok,
park-1_01426,ok,
park-1_01431,ok,
park-1_01436,ok,
park-1_01441,ok,
park-1_01446,ok,
park-1_01451,ok,
park-1_01456,ok,
park-1_01461,ok,
park-1_01466,ok,
park-1_01471,ok,
park-1_01476,ok,
park-1_01481,ok,
park-1_01486,ok,
park-1_01491,ok,
park-1_01496,ok,
park-1_01501,ok,
park-1_01506,ok,
park-1_01511,ok,
park-1_01516,ok,
park-1_01521,ok,
park-1_01526,ok,
park-1_01531,ok,
park-1_01536,ok,
park-1_01541,ok,
park-1_01546,ok,
park-1_01551,ok,
park-1_01556,ok,
park-1_01561,ok,
park-1_01566,ok,
park-1_01571,ok,
park-1_01576,ok,
park-1_01581,ok,
park-1_01586,ok,
park-1_01591,ok,
park-1_01596,ok,
park-1_01601,ok,
park-1_01606,ok,
park-1_01611,ok,
park-1_01616,ok,
park-1_01621,ok,
park-1_01626,ok,
park-1_01631,ok,
park-1_01636,ok,
park-1_01641,ok,
park-1_01646,ok,
park-1_01651,ok,
park-1_01656,ok,
park-1_01661,ok,
park-1_01666,ok,
park-1_01671,ok,
park-1_01676,ok,
park-1_01681,ok,
park-1_01686,ok,
park-1_01691,ok,
park-1_01696,ok,
park-1_01701,ok,
park-1_01706,ok,
park-1_01711,ok,
park-1_01716,ok,
park-1_01721,ok,
park-1_01726,ok,
park-1_01731,ok,
park-1_01736,ok,
park-1_01741,ok,
park-1_01746,ok,
park-1_01751,ok,
park-1_01756,ok,
park-1_01761,ok,
park-1_01766,ok,
park-1_01771,ok,
park-1_01776,ok,
park-1_01781,ok,
park-1_01786,ok,
park-1_01791,ok,
park-1_01796,ok,
park-1_01801,ok,
park-1_01806,ok,
park-1_01811,ok,
park-1_01816,ok,
park-1_01821,ok,
park-1_01826,ok,
park-1_01831,ok,
park-1_01836,ok,
park-1_01841,ok,
park-1_01846,ok,
park-1_01851,ok,
park-1_01856,ok,
park-1_01861,ok,
park-1_01866,ok,
park-1_01871,ok,
park-1_01876,ok,
park-1_01881,ok,
park-1_01886,ok,
park-1_01891,ok,
park-1_01896,ok,
park-1_01901,ok,
park-1_01906,ok,
park-1_01911,ok,
park-1_01916,ok,
park-1_01921,ok,
park-1_01926,ok,
park-1_01931,ok,
park-1_01936,ok,
park-1_01941,ok,
park-1_01946,ok,
park-1_01951,ok,
park-1_01956,ok,
park-1_01961,ok,
park-1_01966,ok,
park-1_01971,ok,
park-1_01976,ok,
park-1_01981,ok,
park-1_01986,ok,
park-1_01991,ok,
park-1_01996,ok,
park-1_02001,ok,
park-1_02006,ok,
park-1_02011,ok,
park-1_02016,ok,
park-1_02021,ok,
park-1_02026,ok,
park-1_02031,ok,
park-1_02036,ok,
park-1_02041,ok,
park-1_02046,ok,
park-1_02051,ok,
park-1_02056,ok,
park-1_02061,ok,
park-1_02066,ok,
park-1_02071,ok,
park-1_02076,ok,
park-1_02081,ok,
park-1_02086,ok,
park-1_02091,ok,
park-1_02096,ok,
park-1_02101,ok,
park-1_02106,ok,
park-1_02111,ok,
park-1_02116,ok,
park-1_02121,ok,
park-1_02126,ok,
park-1_02131,ok,
park-1_02136,ok,
park-1_02141,ok,
park-1_02146,ok,
park-1_02151,ok,
park-1_02156,ok,
park-1_02161,ok,
park-1_02166,ok,
park-1_02171,ok,
park-1_02176,ok,
park-1_02181,ok,
park-1_02186,ok,
park-1_02191,ok,
park-1_02196,ok,
park-1_02201,ok,
park-1_02206,ok,
park-1_02211,ok,
park-1_02216,ok,
park-1_02221,ok,
park-1_02226,ok,
park-1_02231,ok,
park-1_02236,ok,
park-1_02241,ok,
park-1_02246,ok,
park-1_02251,ok,
park-1_02256,ok,
park-1_02261,ok,
park-1_02266,ok,
park-1_02271,ok,
park-1_02276,ok,
park-1_02281,ok,
park-1_02286,ok,
park-1_02291,ok,
park-1_02296,ok,
park-1_02301,ok,
park-1_02306,ok,
park-1_02311,ok,
park-1_02316,ok,
park-1_02321,ok,
park-1_02326,ok,
park-1_02331,ok,
park-1_02336,ok,
park-1_02341,ok,
park-1_02346,ok,
park-1_02351,ok,
park-1_02356,ok,
park-1_02361,ok,
park-1_02366,ok,
park-1_02371,ok,
park-1_02376,ok,
park-1_02381,ok,
park-1_02386,ok,
park-1_02391,ok,
park-1_02396,ok,
park-1_02401,ok,
park-1_02406,ok,
park-1_02411,ok,
park-1_02416,ok,
park-1_02421,ok,
park-1_02426,ok,
park-1_02431,ok,
park-1_02436,ok,
park-1_02441,ok,
park-1_02446,ok,
park-1_02451,ok,
park-1_02456,ok,
park-1_02461,ok,
park-1_02466,ok,
park-1_02471,ok,
park-1_02476,ok,
park-1_02481,ok,
park-1_02486,ok,
park-1_02491,ok,
park-1_02496,ok,
park-1_02501,ok,
park-1_02506,ok,
park-1_02511,ok,
park-1_02516,ok,
park-1_02521,ok,
park-1_02526,ok,
park-1_02531,ok,
park-1_02536,ok,
park-1_02541,ok,
park-1_02546,ok,
park-1_02551,ok,
